Supplier Name,Supplier Number,Invoice Number,Description,Invoice Date,Payment Date,Invoice Amount (Gross),,
Capgemini UK Plc,12301,2600110383055,Computer Equip. & Accessories,45138,45174,36774.7,,
Capgemini UK Plc,12301,2600110369515,Computer Equip. & Accessories,45046,45174,118999.54,,
Capgemini UK Plc,12301,2600110369578,Computer Equip. & Accessories,45046,45174,130086.79,,
Capgemini UK Plc,12301,2600110369558,Computer Equip. & Accessories,45046,45174,133837.79,,
Capgemini UK Plc,12301,2600110360330,IT Equip. & Accessories - Personal computers,44984,45174,1338.1,,
Capsticks Solicitors LLP,14691,73087669,Legal services ,45163,45174,324,,
Capsticks Solicitors LLP,14691,73087672,Legal services ,45163,45174,643.8,,
Capsticks Solicitors LLP,14691,73087668,Legal services ,45163,45174,696,,
Capsticks Solicitors LLP,14691,73087771,Legal services ,45167,45174,14400,,
Castle Water Ltd,17375,10000119864,Construction & Manufacturing - Components/Supplies ,45148,45174,1239.08,,
Castle Water Ltd,17375,10000118060,Construction & Manufacturing - Components/Supplies ,45147,45174,1612.82,,
Castle Water Ltd,17375,10000118065,Construction & Manufacturing - Components/Supplies ,45147,45174,1659.62,,
Castle Water Ltd,17375,10000118069,Construction & Manufacturing - Components/Supplies ,45147,45174,1721.1,,
CDW Ltd,41728,UKSI04047849,IT Equip. & Accessories - Notebook computers,45145,45174,1083.16,,
CDW Ltd,41728,UKSI04049108,Computer Equip. & Accessories,45146,45174,13611.4,,
CDW Ltd,41728,PSINV03886038,Electrical wire/cable/harness - Network cable,44986,45174,696,,
CDW Ltd,41728,UKSI04070635,IT Services ,45168,45174,272915.59,,
CDW Ltd,41728,UKSI04070636,IT Services ,45168,45174,281235.91,,
CDW Ltd,41728,UKSI04070637,IT Services ,45168,45174,315906.5,,
CDW Ltd,41728,UKSI04050650,Computer Equip. & Accessories,45147,45174,67605.64,,
CDW Ltd,41728,UKSI04047825,Computer Equip. & Accessories,45145,45174,14210.1,,
CDW Ltd,41728,UKPSC0250467,Computer Equip. & Accessories,45146,45174,-82963.81,,
CDW Ltd,41728,UKPSC0251574,Computer Equip. & Accessories,45169,45174,-23080.82,,
CDW Ltd,41728,UKSI04049093,Computer Equip. & Accessories,45146,45174,342.19,,
CDW Ltd,41728,UKSI04049080,Computer Equip. & Accessories,45146,45174,4712.98,,
CDW Ltd,41728,UKSI04050670,Computer Equip. & Accessories,45147,45174,4787.62,,
CDW Ltd,41728,UKSI04022913,Computer Equip. & Accessories,45119,45174,23080.82,,
CDW Ltd,41728,UKSI04049037,Computer Equip. & Accessories,45146,45174,82963.81,,
CGI IT UK Ltd,12331,GB014110972,IT Services ,45145,45174,54830.88,,
CGI IT UK Ltd,12331,GB014110971,IT Services ,45145,45174,12000,,
CGI IT UK Ltd,12331,GB014110975,IT Services ,45145,45174,12000,,
CGI IT UK Ltd,12331,GB014110974,IT Services ,45145,45174,42000,,
CGI IT UK Ltd,12331,GB014110973,IT Services ,45145,45174,60000,,
Chaucer Group Ltd,20634,S-INV-027333,Management Consulting - Business & corporate ,45138,45174,31992,,
China Elite Ltd,13751,CLA-230712-4QN,Interpreters Fees,45119,45174,257.41,,
China Elite Ltd,13751,CLA-230712-OBK,Interpreters Fees,45119,45174,314.16,,
China Elite Ltd,13751,CLA-230712-YZB,Interpreters Fees,45119,45174,328,,
City Electrical Factors Ltd,11774,MTN/229834,Electrical wire/cable/harness - Wire ,45146,45174,1438.8,,
Clearway Environmental Services Ltd,19157,572462,Other Operational Expenses,45163,45174,822,,
College of Policing Ltd,12763,90079996,Vocational training ,45008,45174,422,,
College of Policing Ltd,12763,90082385,Vocational training ,45112,45174,3018,,
College of Policing Ltd,12763,90079687,Vocational training ,45012,45174,10489.5,,
Computacenter UK Ltd,12186,3884181858,Components for IT or Telecoms - Hard disk drives,45147,45174,352.76,,
Computacenter UK Ltd,12186,3884178864,Components for IT or Telecoms - Hard disk drives,45145,45174,625.78,,
Computacenter UK Ltd,12186,3884181868,IT Equip. & Accessories - PDAs or organizers,45147,45174,277.2,,
Computacenter UK Ltd,12186,3884181861,Phone & Comms devices - Phone headsets,45147,45174,278.57,,
Computacenter UK Ltd,12186,3884178858,Components for IT or Telecoms - Flash memory storage devices,45145,45174,509.4,,
Computacenter UK Ltd,12186,3884178865,Components for IT or Telecoms - Hard disk drives,45145,45174,359.14,,
Computacenter UK Ltd,12186,3884178860,Components for IT or Telecoms - Flash memory storage devices,45145,45174,446.4,,
Computacenter UK Ltd,12186,3884178862,Components for IT or Telecoms - Flash memory storage devices,45145,45174,360.6,,
Computacenter UK Ltd,12186,3884178872,IT Equip. & Accessories -  LCD panels or monitors,45145,45174,984.96,,
Computacenter UK Ltd,12186,3884178871,Components for IT or Telecoms - Hard disk drives,45145,45174,3442.32,,
Computacenter UK Ltd,12186,3884181860,Electrical wire/cable/harness - Insulated or covered cable,45147,45174,270.98,,
Computacenter UK Ltd,12186,3884181867,Electrical wire/cable/harness - Insulated or covered cable,45147,45174,762.6,,
Computacenter UK Ltd,12186,3884178868,IT Equip. & Accessories -  LCD panels or monitors,45145,45174,330.01,,
Computacenter UK Ltd,12186,3884181854,IT Equip. & Accessories - Inkjet printers,45147,45174,257.18,,
Computacenter UK Ltd,12186,3884180383,Office Equipment & supplies ,45146,45174,487.48,,
Computacenter UK Ltd,12186,3884180382,Office Equipment & supplies ,45146,45174,2410.9,,
Computacenter UK Ltd,12186,3884180376,IT Equip. & Accessories - Multimedia kits,45146,45174,873.06,,
Computacenter UK Ltd,12186,3884181852,IT Equip. & Accessories - Docking stations,45146,45174,381.6,,
Computacenter UK Ltd,12186,3884181856,Multimedia Network Equipment - Service concentrators or hubs,45147,45174,554.78,,
Computacenter UK Ltd,12186,3884181870,Electrical wire/cable/harness - Insulated or covered cable,45147,45174,2910.6,,
Computacenter UK Ltd,12186,3884178863,IT Equip. & Accessories - Docking stations,45145,45174,258.37,,
Computacenter UK Ltd,12186,3884181864,IT Software - Data compression software,45147,45174,5995.99,,
Computacenter UK Ltd,12186,3884170105,IT Equip. & Accessories - Computer switch boxes,45138,45174,14987.81,,
Computacenter UK Ltd,12186,3884181857,IT Services - Maintenance or support fees,45147,45174,35030.75,,
Computacenter UK Ltd,12186,3884180386,IT Services - System installation,45146,45174,339.73,,
Computacenter UK Ltd,12186,3884180387,IT Services - System installation,45146,45174,2043.35,,
Corporate Traveller,16301,7393802237,Air travel,45135,45174,-2960.31,,
Corporate Traveller,16301,7393013305,Air travel,45128,45174,7560.62,,
CPC,12785,4181623,Security Surveillance - Video monitors,45167,45174,804.72,,
Crown Commercial Service,16930,CINV-00203002,Service Charge,45147,45174,969.66,,
Crown Commercial Service,16930,CINV-00194850,Service Charge,45110,45174,969.66,,
CT Strategic Ltd,47643,162,Management Consulting - Business & corporate ,45135,45174,1500,,
Data Protection People Ltd,71823,INV-2962,Human resources (HR) services,45131,45174,7500,,
Deloitte LLP,14056,8003843617,Management Consulting - Business & corporate ,45146,45174,32640,,
DVSA,15017,ID31068,External Training Courses,45036,45174,15000,,
EEC Trading Ltd,20896,EEC1417,Restaurants & catering - Catering services,45132,45174,945,,
Endeavour Automotive Ltd,11891,117096,Vehicle Components & Systems ,45147,45174,312.73,,
Endeavour Automotive Ltd,11891,117022,Vehicle Components & Systems ,45145,45174,385.02,,
Endeavour Automotive Ltd,11891,117031,Vehicle Components & Systems ,45145,45174,400.14,,
Endeavour Automotive Ltd,11891,117154,Vehicle Components & Systems ,45147,45174,591.25,,
Epiq Europe Ltd,14004,EINV35279,Political sys. & institutions - Legislative hearings services,45126,45174,297,,
Epiq Europe Ltd,14004,EINV35778,Political sys. & institutions - Legislative hearings services,45162,45174,343.2,,
Ernst and Young LLP,43049,GB01G000446889,Human resources (HR) services,45146,45174,2050.2,,
Eurofins Forensic Services Ltd,17848,0000070780,Laboratory & scientific equip.,45133,45174,358993.79,,
Ford Motor Company Ltd Trading As Parts Plus UK,43808,23988592,Vehicle Components & Systems ,45146,45174,381.58,,
Ford Motor Company Ltd Trading As Parts Plus UK,43808,24002747,Vehicle Components & Systems ,45147,45174,294.4,,
Ford Smart Mobility UK Ltd,61680,INV00044654,Vehicle Services equipment - Integrated maint. info. system,45046,45174,3513.6,,
Ford Smart Mobility UK Ltd,61680,INV00041926,Vehicle Services equipment - Integrated maint. info. system,45016,45174,3513.6,,
FX Fire and Safety Solutions Ltd,15938,6383,Mail Services - Postal/courier serv. ,45162,45174,3893.94,,
GatenbySanderson Ltd,15033,69572,Human resources (HR) services,45071,45174,7500,,
GatenbySanderson Ltd,15033,69573,Human resources (HR) services,45071,45174,7500,,
GatenbySanderson Ltd,15033,70172,Human resources (HR) services,45098,45174,45000,,
Gateway Language Services Ltd,16257,CLA-230830-AWP,Interpreters Fees,45153,45174,1920,,
Goddard Veterinary Group,12799,MPS-UNIT5-354,Animal Health - Animal hospital services,45146,45174,279.18,,
Goddard Veterinary Group,12799,MPS-UNIT1-353,Animal Health - Animal hospital services,45146,45174,374.57,,
Goodyear Dunlop Tyres UK Ltd,12185,5070042190,Vehicle Components & Systems ,45147,45174,338.52,,
Goodyear Dunlop Tyres UK Ltd,12185,5070039645,Vehicle Components & Systems ,45145,45174,1020.19,,
Goodyear Dunlop Tyres UK Ltd,12185,5070039646,Vehicle Components & Systems ,45145,45174,1393.06,,
Goodyear Dunlop Tyres UK Ltd,12185,5070042195,Vehicle Components & Systems ,45147,45174,2865.23,,
Graduation Attire Ltd,50979,INV-9286,Awards (sport & other) - Certificates,45094,45174,2985,,
Grayce Group Ltd,68480,62268,Management Consulting - Business & corporate ,45152,45174,1620,,
Grayce Group Ltd,68480,61944,Management Consulting - Business & corporate ,45145,45174,1620,,
Groundwork London,51577,0000009814,Human resources (HR) services,45110,45174,35772,,
HAV SOTC Ltd,75658,INV-0005,Light weapons & ammunition - Firearms ,45152,45174,1440,,
Health and Safety Technology and Management Ltd,17941,7949,Human resources (HR) services,45163,45174,2040,,
Health Management Ltd,13684,INV546395,Human resources (HR) services,45146,45174,865.45,,
Heathrow Airports Ltd,12159,1001069552,Utilities - Electric utilities ,45146,45174,305.99,,
Home Office,12575,2636328,Multimedia Network Equipment-Network service equipment,45145,45174,2929.2,,
Honda UK,13192,52178615,Vehicles & Accessories/Comp,45090,45174,21493.27,,
Honda UK,13192,52178614,Vehicles & Accessories/Comp,45090,45174,21493.27,,
Information Commissioner,19363,04A968121353,External Training Courses,45156,45174,2900,,
Intoximeters UK Ltd,12768,31701,Law enforcement - Forensic equip. ,45016,45174,367.2,,
Intoximeters UK Ltd,12768,31734,Law enforcement - Forensic equip. ,45022,45174,465.6,,
IQ Data Group Ltd,76470,2447,Training - Other,45135,45174,20394,,
JNE Security Ltd,12462,54217,Security & personal safety,45145,45174,846.6,,
JNE Security Ltd,12462,54230,Security & personal safety,45147,45174,1105.8,,
JNE Security Ltd,12462,54218,Security & personal safety,45145,45174,314.4,,
Keytracker Ltd,13806,166951,IT Services - Internet services,45163,45174,3931.2,,
Kier Business Services Ltd,14087,10317041,Management & Business - Prof. & Admin. Serv.,45126,45174,1889.7,,
Kier Business Services Ltd,14087,10318264,Management & Business - Prof. & Admin. Serv.,45147,45174,3980.12,,
Kier Business Services Ltd,14087,10318265,Management & Business - Prof. & Admin. Serv.,45147,45174,4976.19,,
Level Peaks Associates Ltd,16393,INV-126183,Specialized Training ,45168,45174,808.8,,
Lex Autolease Ltd,14412,EXI2180962,Passenger transport - Vehicle rental or leasing,45144,45174,342.38,,
Lex Autolease Ltd,14412,EXI2179536,Passenger transport - Vehicle rental or leasing,45140,45174,395.89,,
Lex Autolease Ltd,14412,RAIN421387,Passenger transport - Vehicle rental or leasing,45135,45174,3242.58,,
London Borough of Enfield,12467,85356698,Human resources (HR) services,45135,45174,12500,,
London Borough of Enfield,12467,85384196,Human resources (HR) services,45168,45174,21526.25,,
London Borough of Havering,19296,9140353208,Human resources (HR) services,45167,45174,9244,,
London Borough of Havering,19296,9140353207,Human resources (HR) services,45167,45174,16776,,
London Borough of Lewisham,12366,3160244322,Human resources (HR) services,45148,45174,50000,,
Man and Machine Ltd,16499,SI-017932,IT Software ,45169,45174,2019.6,,
MBL Interpreters Ltd,11742,CLA-230731-W9Y,Interpreters Fees,45138,45174,2692.84,,
Mental Health First Aid England CIC,16247,INV178869,Other Employee Costs,45145,45174,286.8,,
Micro Systemation Ltd,14235,25228,Computer Equip. & Accessories,45167,45174,74604,,
Millbrook Proving Ground Ltd,12230,1010070014,Vehicle repair or maint. serv. - repair/maintainance ,45147,45174,3612.22,,
MY Translation Service Ltd,16037,CLA-230717-88T,Interpreters Fees,45124,45174,308.34,,
MY Translation Service Ltd,16037,CLA-230731-XSL,Interpreters Fees,45138,45174,482.48,,
National Crime Agency,13955,SI\030311,Specialized Training ,45163,45174,290,,
NDL Visual,67319,INV-0657,Office supplies ,45104,45174,2592.3,,
Neighbourhood Watch Network,76648,INV-0100,Management & Business - Prof. & Admin. Serv.,45153,45174,600,,
Nevis Marketing Ltd,61256,IN377769,Vehicle repair or maint. serv. - repair/maintainance ,45167,45174,2519.82,,
New Line Essex Ltd,63574,IN0131368,Live animals - Horses,45162,45174,475.8,,
Nutwell Logistics Ltd,15175,INV-11489,Storage,45147,45174,1341.6,,
Office Plus Ltd,13230,SI00126271,Stationery and Office Consumables,45169,45174,565.63,,
OMD Group Ltd,74382,F19006,Marketing & distribution ,45146,45174,10626.9,,
OMD Group Ltd,74382,F19004,Marketing & distribution ,45146,45174,3390.45,,
OMD Group Ltd,74382,F19002,Marketing & distribution ,45146,45174,3456.84,,
One Stop Language Services,15691,CLA-230904-1JF,Interpreters Fees,45144,45174,342,,
OpenView Security Solutions Ltd,13640,0000005539,IT Services ,45138,45174,-3570,,
OpenView Security Solutions Ltd,13640,0000818925,IT Services ,45138,45174,7980,,
OpenView Security Solutions Ltd,13640,0000819841,Security Surveillance ,45162,45174,318,,
OpenView Security Solutions Ltd,13640,0000819839,Security Surveillance ,45162,45174,318,,
OpenView Security Solutions Ltd,13640,0000819840,Security Surveillance ,45162,45174,318,,
Overbury Plc,10464,110295,Construction & Manufacturing - Components/Supplies ,45145,45174,70111.16,,
Parasol Ltd,60371,2228362,Human resources (HR) services,45168,45174,3300,,
Parasol Ltd,60371,2228368,Human resources (HR) services,45168,45174,3300,,
Parasol Ltd,60371,2228399,Human resources (HR) services,45168,45174,3300,,
Parity Professionals Ltd,76250,116178,Human resources (HR) services - Temp personnel serv.,45158,45174,3308.28,,
PCC for Bedfordshire,12274,B0003848,Public order & safety - Police services ,45145,45174,948,,
PCC for Devon and Cornwall,12769,6042146,Public order & safety - Police services ,45145,45174,9000,,
PCC for Merseyside,12223,303907,Legal services ,45147,45174,3487.5,,
PCC for North Wales,12513,N0007598,Education & Training - Services ,45148,45174,24692.5,,
PCC for North Wales,12513,N0007599,Education & Training - Services ,45148,45174,25251.25,,
Peoplescout Ltd,75356,322922,Human resources (HR) services,45147,45174,1083.6,,
Peoplescout Ltd,75356,322208,Human resources (HR) services,45142,45174,1083.6,,
Peoplescout Ltd,75356,318118,Human resources (HR) services,45121,45174,1083.6,,
Peoplescout Ltd,75356,322921,Human resources (HR) services,45147,45174,1083.6,,
Peoplescout Ltd,75356,318117,Human resources (HR) services,45121,45174,2229.6,,
Point South Ltd,16515,INV-6737,Personal safety & protection ,45162,45174,992.88,,
Police Digital Service,20787,INV-2934,IT Services ,45159,45174,52552.8,,
Police Federation Joint Fund,12254,INV003189,External Catering,45008,45174,750,,
ProVQ Ltd,16107,INV-19361,Vehicle repair or maint. serv. - repair/maintainance ,45107,45174,491.04,,
Quadient Finance UK Ltd,12638,2023036788,Paper Materials & Products ,45144,45174,1498.81,,
Quadient Finance UK Ltd,12638,2023003338,Office Equipment & supplies - Franking or postage machines,45141,45174,-262.63,,
Reed Specialist Recruitment Ltd,11770,CE021082072M,Human resources (HR) services,45163,45174,926575.79,,
Reed Specialist Recruitment Ltd,11770,CE0239368684,Human resources (HR) services,45163,45174,62634.52,,
Reed Talent Solutions Ltd,63393,R41081546M,Engineering/Research/Tech. - Based Services ,45162,45174,3831.6,,
Restore Records Management,32214,1392295,Material packing & handling - File archive storage,45146,45174,5646.58,,
Restore Records Management,32214,1392266,Material packing & handling - File archive storage,45146,45174,83769.91,,
RFCA GL Trading As Alternative Venues,12669,9345,Hotels & meeting facilities - Conference centers,45167,45174,633,,
S W Bruce and Co Ltd,10483,0000117555,Building/Construct/Maintenance - Services ,45156,45174,6719.02,,
Sabre Security and RF Systems Ltd,18716,SI-22834,Security Surveillance ,45164,45174,1830,,
Services Support Gravesend Ltd,12976,INV000073,Office - Equipment/Supplies ,45147,45174,1203.6,,
Services Support Gravesend Ltd,12976,INV000068,Office - Equipment/Supplies ,45135,45174,1155884.14,,
Shared Services Connected Ltd,16912,100039193,Management & Business - Prof. & Admin. Serv.,45146,45174,20053.38,,
Shared Services Connected Ltd,16912,100039310,Management & Business - Prof. & Admin. Serv.,45147,45174,22195.87,,
Smartsourcing Ltd,14563,TSPS-11436,Human resources (HR) services,45146,45174,3000,,
SOCOTEC Building Control Ltd,13124,0000176996,Management & Business - Prof. & Admin. Serv.,45167,45174,11088,,
Softcat Plc,16911,INVUK966158,IT Services ,45147,45174,25402.87,,
Softcat Plc,16911,INVUK962940,IT Services ,45145,45174,2670.91,,
SSS Public Safety Ltd,65177,6060060711,Multimedia Network Equipment - Radio core equipment,45146,45174,1672.8,,
St Giles Trust,37660,SIN009365,Human resources (HR) services,45016,45174,141232.82,,
Swiss Post Solutions Ltd,14973,1800019818,Planned Maintenance,45146,45174,28054.42,,
Tabaq Caterers Ltd,77008,786313,External Catering,45160,45174,500,,
Tatners Catering and Events Ltd,75041,MP587,Light weapons & ammunition - Firearms ,45131,45174,5004.48,,
Telefonica UK Ltd,13613,22710577,Human resources (HR) services,45135,45174,3884.22,,
Telefonica UK Ltd,13613,21071050,Human resources (HR) services,45104,45174,3907.22,,
Telefonica UK Ltd,13613,21653090,Human resources (HR) services,45105,45174,3920.83,,
Telefonica UK Ltd,13613,20412520,Human resources (HR) services,45044,45174,3972.36,,
The Honourable Society of The Inner Temple,75919,20587,Human resources (HR) services,45132,45174,7644,,
The Jarrett Foundation,76768,1004,Specific Grants awarded,45110,45174,49990,,
The LVE Foundation Ltd,63152,45132,Consultants Fees,45132,45174,425,,
The Parts Alliance Ltd,54809,15737034,Personal Protective Equipment - Protective gloves,45138,45174,1006.56,,
The Parts Alliance Ltd,54809,15750058,Personal Protective Equipment - Protective gloves,45145,45174,503.28,,
The Parts Alliance Ltd,54809,204U009595,Vehicle Components & Systems ,45146,45174,1939.4,,
The Parts Alliance Ltd,54809,15752579,Vehicle Components & Systems-Exhaust and emission controls,45146,45174,720,,
The Parts Alliance Ltd,54809,204U009593,Vehicle Components & Systems ,45146,45174,296.18,,
The Parts Alliance Ltd,54809,204U009579,Vehicle Components & Systems ,45145,45174,329.02,,
The Parts Alliance Ltd,54809,204U009600,Vehicle Components & Systems ,45147,45174,417.6,,
The Parts Alliance Ltd,54809,204U009598,Vehicle Components & Systems ,45147,45174,517.7,,
The Parts Alliance Ltd,54809,204U009594,Vehicle Components & Systems ,45146,45174,644.9,,
The Parts Alliance Ltd,54809,204U009578,Vehicle Components & Systems ,45145,45174,1018.61,,
The Surbiton Masonic Hall Ltd,72945,13272,External Catering,45096,45174,634.99,,
Tiger Marketing,41284,13148,Clothing ,45167,45174,324,,
Tiger Marketing,41284,13149,Clothing ,45167,45174,1242,,
TLT Solicitors,15054,1410208,Legal services - Business law serv.,45155,45174,81311.4,,
To Sign Ltd,16404,CLA-230817-2AO,Interpreters Fees,45155,45174,313.43,,
To Sign Ltd,16404,CLA-230808-USW,Interpreters Fees,45146,45174,463.76,,
Tooting and Mitcham Community Sports Club Ltd,76943,INV-3583,Other Training,45163,45174,500,,
