Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   3,,,,,,
Start Date:  28 May 2023,,,,,,
End Date:   24 June 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261006,07 Jun 2023,"1,191.51",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261515,14 Jun 2023,"1,191.51",
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,Rates,1004\1901694962,14 Jun 2023,"1,191.51",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170460,07 Jun 2023,"1,191.42",
SURFACE TRANSPORT CORP,MAYBO LTD,Staff Training,1002\5110281992,06 Jun 2023,"1,190.00",
LONDON TRANSPORT MUSEUM,ZOOM THROUGH HISTORY,Management & Support Consultancy,1011\5110287399,16 Jun 2023,"1,190.00",
SURFACE TRANSPORT CORP,MAYBO LTD,Staff Training,1002\5110287433,16 Jun 2023,"1,190.00",
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Fleet,1005\5110290198,21 Jun 2023,"1,190.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260498,31 May 2023,"1,189.09",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261077,07 Jun 2023,"1,189.09",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261514,14 Jun 2023,"1,189.09",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261930,21 Jun 2023,"1,189.09",
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110275743,14 Jun 2023,"1,186.67",
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110277461,20 Jun 2023,"1,186.67",
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110283391,21 Jun 2023,"1,186.67",
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110283396,21 Jun 2023,"1,186.67",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5110278171,20 Jun 2023,"1,185.00",
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017806,07 Jun 2023,"1,184.03",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169362,31 May 2023,"1,183.01",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171908,14 Jun 2023,"1,183.01",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173083,21 Jun 2023,"1,183.01",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169734,07 Jun 2023,"1,182.84",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168914,31 May 2023,"1,182.08",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170288,07 Jun 2023,"1,182.08",
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1005\5110284236,08 Jun 2023,"1,182.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261699,21 Jun 2023,"1,181.90",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172904,21 Jun 2023,"1,181.82",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005\5110276203,19 Jun 2023,"1,181.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261359,14 Jun 2023,"1,178.92",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261746,21 Jun 2023,"1,178.92",
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5110271761,07 Jun 2023,"1,178.41",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172480,21 Jun 2023,"1,177.84",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1031\5110275399,14 Jun 2023,"1,177.02",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260609,31 May 2023,"1,176.58",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261063,07 Jun 2023,"1,176.58",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261278,14 Jun 2023,"1,176.58",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261718,21 Jun 2023,"1,176.58",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110257608,09 Jun 2023,"1,176.22",
TTL PROPERTIES LTD,EDF ENERGY,Electricity,1040\1900004676,31 May 2023,"1,176.18",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Signals and Electricals,1005\5110272452,12 Jun 2023,"1,176.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260449,31 May 2023,"1,175.70",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261372,14 Jun 2023,"1,175.70",
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110281737,21 Jun 2023,"1,175.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260779,07 Jun 2023,"1,174.30",
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1031\5110268477,02 Jun 2023,"1,174.25",
TFL CORPORATE,AGIITO LIMITED,Staff Travel (Business Fares),1001\1900169622,21 Jun 2023,"1,173.84",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261040,07 Jun 2023,"1,173.58",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004477,31 May 2023,"1,173.50",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004500,07 Jun 2023,"1,173.50",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004532,14 Jun 2023,"1,173.50",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004568,21 Jun 2023,"1,173.50",
LONDON UNDERGROUND LTD,C WOODFORD ENGINEERING LTD,Vehicle Repairs & Maintenance,1005\5110282088,07 Jun 2023,"1,173.00",
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Street Furniture,1001\5110287236,19 Jun 2023,"1,173.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261783,21 Jun 2023,"1,172.69",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173018,21 Jun 2023,"1,171.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261431,14 Jun 2023,"1,170.51",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261013,07 Jun 2023,"1,170.42",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110275462,14 Jun 2023,"1,170.30",
RAIL FOR LONDON LIMITED,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1020\1900008021,14 Jun 2023,"1,170.24",
RAIL FOR LONDON LIMITED,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1020\1900008046,21 Jun 2023,"1,170.24",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260988,07 Jun 2023,"1,169.55",
TRANSPORT TRADING LTD,ROYAL MAIL,Ticket & Pass Production,1004\5110273588,12 Jun 2023,"1,169.46",
LONDON UNDERGROUND LTD,SCHNEIDER ELECTRIC LIMITED,Fleet,1005\5110287814,15 Jun 2023,"1,168.08",
LUL NOMINEE BCV LIMITED,TURNER TOOLS LTD INC BESCO IND.,Equipment Repairs & Maintenance,1033\5110289604,21 Jun 2023,"1,167.90",
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110268576,05 Jun 2023,"1,167.88",
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017744,31 May 2023,"1,167.59",
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017854,14 Jun 2023,"1,167.59",
LONDON UNDERGROUND LTD,C E F,Building Maintenance & Repairs,1005\5110279970,06 Jun 2023,"1,167.28",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261691,21 Jun 2023,"1,166.64",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101169398,07 Jun 2023,"1,165.25",
TRANSPORT TRADING LTD,SENATOR INTERNATIONAL LTD,Furniture & Equipment,1004\5110280542,21 Jun 2023,"1,164.00",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1031\5110271830,07 Jun 2023,"1,163.16",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Fleet,1005\5110278350,15 Jun 2023,"1,163.10",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169075,31 May 2023,"1,162.17",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173166,21 Jun 2023,"1,162.17",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172481,21 Jun 2023,"1,160.56",
LONDON UNDERGROUND LTD,PCG ASSOCIATES LIMITED,Signalling Systems,1005\5110285812,14 Jun 2023,"1,160.00",
LONDON UNDERGROUND LTD,IMI NORGREN LTD,Stock of Fleet,1005\5110268677,31 May 2023,"1,159.10",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261197,14 Jun 2023,"1,158.45",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260358,31 May 2023,"1,158.43",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260468,31 May 2023,"1,158.43",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260555,31 May 2023,"1,158.43",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260594,31 May 2023,"1,158.43",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261064,07 Jun 2023,"1,158.43",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261068,07 Jun 2023,"1,158.43",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261160,14 Jun 2023,"1,158.43",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261483,14 Jun 2023,"1,158.43",
LUL NOMINEE SSL LIMITED,ERIKS  EMS,Fleet,1031\5110288689,22 Jun 2023,"1,157.50",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261498,14 Jun 2023,"1,156.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170402,07 Jun 2023,"1,156.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170475,07 Jun 2023,"1,156.75",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261774,21 Jun 2023,"1,156.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261734,21 Jun 2023,"1,156.32",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261752,21 Jun 2023,"1,156.32",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261776,21 Jun 2023,"1,156.32",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261781,21 Jun 2023,"1,156.32",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260567,31 May 2023,"1,155.93",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169063,31 May 2023,"1,155.40",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261450,14 Jun 2023,"1,154.90",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004457,31 May 2023,"1,154.78",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004489,07 Jun 2023,"1,154.78",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261727,21 Jun 2023,"1,153.72",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261786,21 Jun 2023,"1,153.72",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261925,21 Jun 2023,"1,153.72",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261674,21 Jun 2023,"1,153.69",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261716,21 Jun 2023,"1,153.69",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261760,21 Jun 2023,"1,153.69",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261790,21 Jun 2023,"1,153.69",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261923,21 Jun 2023,"1,153.69",
RAIL FOR LONDON LIMITED,J C ELECTRICAL LTD,Building Maintenance & Repairs,1020\5110266730,14 Jun 2023,"1,153.35",
RAIL FOR LONDON LIMITED,STEPHENSON HARWOOD,Legal Fees,1020\5110281727,06 Jun 2023,"1,153.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261709,21 Jun 2023,"1,152.72",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260511,31 May 2023,"1,152.68",
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900057771,14 Jun 2023,"1,151.83",
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900057772,14 Jun 2023,"1,151.83",
DIAL A RIDE,QUADIENT UK LTD,Postage,1010\5110274300,07 Jun 2023,"1,151.08",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261609,21 Jun 2023,"1,150.47",
LONDON BUS SERVICES LTD,WJB SERVICES LIMITED,Furniture & Equipment,1006\5110282923,07 Jun 2023,"1,150.00",
TFL CORPORATE,UK HEALTH SECURITY AGENCY,Staff Training,1001\5110283804,07 Jun 2023,"1,150.00",
TFL CORPORATE,PRCA,Staff Training,1001\5110280632,21 Jun 2023,"1,150.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168513,31 May 2023,"1,148.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172314,21 Jun 2023,"1,148.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172881,21 Jun 2023,"1,148.56",
LONDON UNDERGROUND LTD,HARMILL SYSTEMS LTD,Equipment Repairs & Maintenance,1005\5110288348,16 Jun 2023,"1,148.00",
LUL NOMINEE SSL LIMITED,TYLER BROS LTD,Stock of Fleet,1031\5110282686,05 Jun 2023,"1,146.50",
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT,Fleet,1005\5110270547,31 May 2023,"1,146.10",
LUL NOMINEE BCV LIMITED,LAWSONS (WHETSTONE) LTD,Track General Maintenance,1033\5110272753,07 Jun 2023,"1,146.10",
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT,Fleet,1005\5110270083,31 May 2023,"1,145.60",
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT,Fleet,1005\5110270559,31 May 2023,"1,145.60",
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT,Fleet,1005\5110272875,07 Jun 2023,"1,145.60",
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT,Fleet,1005\5110272887,07 Jun 2023,"1,145.60",
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT,Fleet,1005\5110276799,19 Jun 2023,"1,145.60",
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT,Fleet,1005\5110277442,19 Jun 2023,"1,145.60",
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT,Fleet,1005\5110280616,21 Jun 2023,"1,145.60",
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT,Fleet,1005\5110280980,21 Jun 2023,"1,145.60",
LONDON UNDERGROUND LTD,4-RAIL SERVICES LIMITED,Track General Maintenance,1005\5110289267,22 Jun 2023,"1,144.80",
LONDON BUS SERVICES LTD,JAW CONSULTANTS LIMITED,Management & Support Consultancy,1006\5110282657,06 Jun 2023,"1,144.00",
LUL NOMINEE BCV LIMITED,KONECRANES DEMAG UK LTD,Maintenance Materials,1033\5110274389,14 Jun 2023,"1,143.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170013,07 Jun 2023,"1,143.12",
LONDON UNDERGROUND LTD,TOWER SUPPLIES,Vehicle Repairs & Maintenance,1005\5110287857,16 Jun 2023,"1,143.00",
LONDON UNDERGROUND LTD,KOREC,Track General Maintenance,1005\5110272914,09 Jun 2023,"1,142.50",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261427,14 Jun 2023,"1,141.17",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900005312,21 Jun 2023,"1,141.06",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900005337,21 Jun 2023,"1,141.01",
RFL (IINFRASTRUCTURE) LTD,PLASSER UK LTD,Plant & Equipment Purchases,1025\5110280633,21 Jun 2023,"1,140.26",
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Civil Engineering Construction Works,1005\5110287160,21 Jun 2023,"1,140.02",
LONDON TRANSPORT MUSEUM,SPECTRUM DRAMA & THEATRE PROJECTS,Management & Support Consultancy,1011\5110291104,22 Jun 2023,"1,140.00",
LONDON UNDERGROUND LTD,HOPPECKE INDUSTRIAL BATTERIES,Fleet,1005\5110254891,31 May 2023,"1,139.36",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005\5110276221,19 Jun 2023,"1,139.30",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261855,21 Jun 2023,"1,138.86",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260956,07 Jun 2023,"1,138.74",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261298,14 Jun 2023,"1,138.74",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261838,21 Jun 2023,"1,138.74",
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900057414,31 May 2023,"1,137.98",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900005311,21 Jun 2023,"1,136.98",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110271028,06 Jun 2023,"1,136.39",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101169667,08 Jun 2023,"1,136.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168553,31 May 2023,"1,135.62",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168581,31 May 2023,"1,135.62",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170585,07 Jun 2023,"1,135.62",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171304,14 Jun 2023,"1,135.62",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171405,14 Jun 2023,"1,135.62",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171432,14 Jun 2023,"1,135.62",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172064,21 Jun 2023,"1,135.62",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172791,21 Jun 2023,"1,135.62",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172792,21 Jun 2023,"1,135.62",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261857,21 Jun 2023,"1,135.44",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172636,21 Jun 2023,"1,134.08",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173077,21 Jun 2023,"1,134.08",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075323,31 May 2023,"1,131.74",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075474,14 Jun 2023,"1,131.74",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075475,14 Jun 2023,"1,131.74",
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900057327,31 May 2023,"1,130.42",
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900057911,14 Jun 2023,"1,130.42",
TRANSPORT TRADING LTD,SPEEDY ASSET SERVICES LTD,Building Maintenance & Repairs,1004\5110282079,21 Jun 2023,"1,130.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173127,21 Jun 2023,"1,129.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173131,21 Jun 2023,"1,129.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173155,21 Jun 2023,"1,129.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173165,21 Jun 2023,"1,129.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261784,21 Jun 2023,"1,129.71",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261633,21 Jun 2023,"1,129.01",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172109,21 Jun 2023,"1,128.42",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260620,31 May 2023,"1,128.40",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261053,07 Jun 2023,"1,128.40",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261162,14 Jun 2023,"1,128.40",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261666,21 Jun 2023,"1,128.40",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260444,31 May 2023,"1,128.33",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260605,31 May 2023,"1,128.33",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260813,07 Jun 2023,"1,128.33",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261023,07 Jun 2023,"1,128.33",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261182,14 Jun 2023,"1,128.33",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261500,14 Jun 2023,"1,128.33",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261627,21 Jun 2023,"1,128.33",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260853,07 Jun 2023,"1,128.14",
LT MUSEUM TRADING LTD,RETAIL AND ASSET SOLUTIONS,Management & Support Consultancy,1024\5110276985,14 Jun 2023,"1,127.50",
TRANSPORT TRADING LTD,BEXLEY COUNCIL,Rates,1004\1901694640,31 May 2023,"1,126.75",
LONDON UNDERGROUND LTD,HIREMECH LTD,Plant & Equipment Purchases,1005\5110271455,01 Jun 2023,"1,126.66",
LONDON UNDERGROUND LTD,HIREMECH LTD,Electrical Equipment Maintenance,1005\5110286685,14 Jun 2023,"1,126.66",
LONDON UNDERGROUND LTD,HIREMECH LTD,Plant & Equipment Purchases,1005\5110286754,14 Jun 2023,"1,126.66",
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Plant & Equipment Purchases,1033\5110287217,23 Jun 2023,"1,125.36",
LONDON UNDERGROUND LTD,GPB PROTOTYPES LTD.,Stock of Fleet,1005\5110283116,06 Jun 2023,"1,125.00",
RAIL FOR LONDON LIMITED,JAMES THOMPSON,Legal Fees,1020\1900008037,12 Jun 2023,"1,125.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260621,31 May 2023,"1,124.90",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260622,31 May 2023,"1,124.90",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260770,07 Jun 2023,"1,124.90",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261290,14 Jun 2023,"1,124.90",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260500,31 May 2023,"1,124.83",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261078,07 Jun 2023,"1,124.83",
