Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  8,,,,,,,,,
Start Date: 15 October 2023,,,,,,,,,
End Date: 11 November 2023,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
TFL CORPORATE,Industrial Training Services Ltd,Staff Training,1001/5110345906,23/10/2023,"£1,575.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195069,01/11/2023,"£1,574.73",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077043,18/10/2023,"£1,572.41",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077121,25/10/2023,"£1,572.41",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077189,01/11/2023,"£1,572.41",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077243,08/11/2023,"£1,572.41",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270339,01/11/2023,"£1,570.32",,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Plant & Equipment Purchases,1005/5110353130,01/11/2023,"£1,569.44",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270077,25/10/2023,"£1,568.48",,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1031/5110338000,25/10/2023,"£1,568.07",,,,
RFL (IINFRASTRUCTURE) LTD,AEG Power Solutions Ltd,Civil Engineering Construction Works,1025/5110340726,26/10/2023,"£1,568.00",,,,
LONDON UNDERGROUND LTD,SWEETNAM & BRADLEY LTD,N/A,1005/5110355576,06/11/2023,"£1,567.68",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012163802024,Fares Refund Control  (TTL Only),1004/1101216380,08/11/2023,"£1,566.10",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269399,18/10/2023,"£1,566.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269534,18/10/2023,"£1,566.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269742,18/10/2023,"£1,566.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269940,25/10/2023,"£1,566.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270112,25/10/2023,"£1,566.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270332,01/11/2023,"£1,566.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270759,08/11/2023,"£1,566.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270806,08/11/2023,"£1,566.00",,,,
RFL (IINFRASTRUCTURE) LTD,Amba Hydraulics ltd,Plant & Equipment Purchases,1025/5110353741,06/11/2023,"£1,565.83",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270746,08/11/2023,"£1,563.80",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270819,08/11/2023,"£1,562.93",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110327655,26/10/2023,"£1,562.64",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110335739,23/10/2023,"£1,562.64",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110335742,23/10/2023,"£1,562.64",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269951,25/10/2023,"£1,562.51",,,,
SURFACE TRANSPORT CORP,MediaEdge:CIA,Advertising,1002/5110350597,07/11/2023,"£1,562.50",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269954,25/10/2023,"£1,562.42",,,,
LONDON UNDERGROUND LTD,Watson Fuels,Vehicle Operating Leases,1005/5110341326,26/10/2023,"£1,560.00",,,,
SURFACE TRANSPORT CORP,UK Power Networks (Operations) Ltd,Road Maintenance,1002/5110340560,30/10/2023,"£1,560.00",,,,
LONDON UNDERGROUND LTD,RAIL COOL SERVICES LTD,Vehicle Repairs & Maintenance,1005/5110349835,25/10/2023,"£1,560.00",,,,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,N/A,1031/5110339714,17/10/2023,"£1,560.00",,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Ticket & Pass Production,1004/5110345507,23/10/2023,"£1,559.97",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192697,18/10/2023,"£1,558.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193774,25/10/2023,"£1,558.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196409,08/11/2023,"£1,558.84",,,,
LONDON BUS SERVICES LTD,BANNER GROUP LIMITED,Printing,1006/5110335107,25/10/2023,"£1,556.50",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269645,18/10/2023,"£1,555.85",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270997,08/11/2023,"£1,555.85",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269995,25/10/2023,"£1,554.21",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269807,25/10/2023,"£1,554.11",,,,
TTL PROPERTIES LTD,VGL,Building Maintenance & Repairs,1040/5110353444,31/10/2023,"£1,554.00",,,,
LONDON UNDERGROUND LTD,Feltham Coachworks Ltd,Vehicle Running Costs,1005/5110349585,27/10/2023,"£1,553.12",,,,
LONDON UNDERGROUND LTD,BOC GASES,Maintenance Materials,1005/5110339102,25/10/2023,"£1,551.85",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270497,01/11/2023,"£1,550.01",,,,
TFL CORPORATE,Unicorn Restorations Limited,Street Furniture,1001/5110348776,25/10/2023,"£1,550.00",,,,
TFL CORPORATE,Unicorn Restorations Limited,Street Furniture,1001/5110348809,25/10/2023,"£1,550.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269988,25/10/2023,"£1,549.91",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270433,01/11/2023,"£1,549.91",,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,N/A,1005/5110349528,24/10/2023,"£1,549.60",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269685,18/10/2023,"£1,548.98",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269652,18/10/2023,"£1,548.56",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270049,25/10/2023,"£1,548.56",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269921,25/10/2023,"£1,548.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270003,25/10/2023,"£1,548.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270016,25/10/2023,"£1,548.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270359,01/11/2023,"£1,548.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270361,01/11/2023,"£1,548.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270365,01/11/2023,"£1,548.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270796,08/11/2023,"£1,548.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270987,08/11/2023,"£1,548.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270991,08/11/2023,"£1,548.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269436,18/10/2023,"£1,548.38",,,,
DIAL A RIDE,Wallace School of Transport,Management & Support Consultancy,1010/5110349935,07/11/2023,"£1,546.67",,,,
LONDON UNDERGROUND LTD,GT GetTaxi (UK) Ltd,PCO Outsourced Services,1005/5110346896,23/10/2023,"£1,546.06",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF HARINGEY,Rates,1004/1901698306,30/10/2023,"£1,545.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269881,25/10/2023,"£1,545.29",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269903,25/10/2023,"£1,545.20",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270041,25/10/2023,"£1,545.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192389,18/10/2023,"£1,542.39",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194623,01/11/2023,"£1,542.39",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195887,08/11/2023,"£1,542.39",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270257,01/11/2023,"£1,542.23",,,,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110335272,18/10/2023,"£1,542.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269429,18/10/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269463,18/10/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269467,18/10/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269484,18/10/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269861,25/10/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269865,25/10/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270106,25/10/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270291,01/11/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270455,01/11/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270585,01/11/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270716,08/11/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270742,08/11/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270754,08/11/2023,"£1,541.78",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269424,18/10/2023,"£1,541.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269485,18/10/2023,"£1,541.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269489,18/10/2023,"£1,541.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269834,25/10/2023,"£1,541.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269862,25/10/2023,"£1,541.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269890,25/10/2023,"£1,541.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270329,01/11/2023,"£1,541.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270713,08/11/2023,"£1,541.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192535,18/10/2023,"£1,540.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194047,25/10/2023,"£1,540.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195011,01/11/2023,"£1,540.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195682,08/11/2023,"£1,540.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195683,08/11/2023,"£1,540.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195546,08/11/2023,"£1,539.34",,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110347205,08/11/2023,"£1,538.35",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269433,18/10/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269494,18/10/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269705,18/10/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269820,25/10/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269839,25/10/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269852,25/10/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269859,25/10/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270252,01/11/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270302,01/11/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270695,08/11/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270721,08/11/2023,"£1,538.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269398,18/10/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269507,18/10/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269717,18/10/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269850,25/10/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269892,25/10/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269904,25/10/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270127,25/10/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270250,01/11/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270328,01/11/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270582,01/11/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270743,08/11/2023,"£1,538.25",,,,
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Maintenance Materials,1005/5110339289,01/11/2023,"£1,538.22",,,,
LONDON UNDERGROUND LTD,BOC GASES,Plant & Equipment Purchases,1005/5110335162,18/10/2023,"£1,538.03",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269888,25/10/2023,"£1,537.20",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270677,08/11/2023,"£1,537.20",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269512,18/10/2023,"£1,536.93",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270910,08/11/2023,"£1,536.44",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012119842024,Fares Refund Control  (TTL Only),1004/1101211984,26/10/2023,"£1,536.35",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008475,01/11/2023,"£1,535.70",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008483,01/11/2023,"£1,535.70",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008500,08/11/2023,"£1,535.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195811,08/11/2023,"£1,535.44",,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Fleet,1005/5110326173,08/11/2023,"£1,535.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195032,01/11/2023,"£1,533.86",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192803,18/10/2023,"£1,533.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193987,25/10/2023,"£1,533.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195241,01/11/2023,"£1,533.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195737,08/11/2023,"£1,533.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196410,08/11/2023,"£1,533.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192772,18/10/2023,"£1,532.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193414,25/10/2023,"£1,532.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195267,01/11/2023,"£1,532.30",,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,N/A,1005/5110338834,08/11/2023,"£1,531.60",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270992,08/11/2023,"£1,530.90",,,,
LONDON UNDERGROUND LTD,SK ELECTRONICS LTD,Fleet,1005/5110336141,25/10/2023,"£1,530.00",,,,
LONDON BUS SERVICES LTD,JAW Consultants Limited,Management & Support Consultancy,1006/5110356017,07/11/2023,"£1,530.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195585,08/11/2023,"£1,528.64",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269944,25/10/2023,"£1,527.97",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270296,01/11/2023,"£1,527.97",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270717,08/11/2023,"£1,527.97",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269431,18/10/2023,"£1,527.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194588,01/11/2023,"£1,527.84",,,,
RAIL FOR LONDON LIMITED,Liebherr-Transportation Systems,N/A,1020/5110338542,30/10/2023,"£1,526.71",,,,
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900005077,18/10/2023,"£1,525.86",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269663,18/10/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269672,18/10/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270017,25/10/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270028,25/10/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270371,01/11/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270380,01/11/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270381,01/11/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270936,08/11/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270937,08/11/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270940,08/11/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270956,08/11/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270959,08/11/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270964,08/11/2023,"£1,524.14",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270464,01/11/2023,"£1,524.03",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270943,08/11/2023,"£1,524.03",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269635,18/10/2023,"£1,523.97",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192818,18/10/2023,"£1,523.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192989,18/10/2023,"£1,523.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193970,25/10/2023,"£1,523.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194092,25/10/2023,"£1,523.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194518,01/11/2023,"£1,523.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195219,01/11/2023,"£1,523.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195981,08/11/2023,"£1,523.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196346,08/11/2023,"£1,523.00",,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1031/5110344221,07/11/2023,"£1,522.00",,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110335864,23/10/2023,"£1,520.75",,,,
CYCLE HIRE SCHEME,Royal Borough of Kensington & Chels,Borough Services,1016/5110345288,01/11/2023,"£1,520.46",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270903,08/11/2023,"£1,520.44",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270904,08/11/2023,"£1,520.44",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269538,18/10/2023,"£1,520.33",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270357,01/11/2023,"£1,520.33",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270398,01/11/2023,"£1,520.33",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270893,08/11/2023,"£1,520.33",,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Equipment Hire & Rental,1020/5110336244,24/10/2023,"£1,520.00",,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Equipment Hire & Rental,1020/5110353289,01/11/2023,"£1,520.00",,,,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,N/A,1031/5110337906,25/10/2023,"£1,518.90",,,,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110354027,06/11/2023,"£1,518.60",,,,
LUL NOMINEE SSL LIMITED,HINDLE GROUP LTD,Fleet,1031/5110339244,25/10/2023,"£1,518.50",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269638,18/10/2023,"£1,518.46",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270038,25/10/2023,"£1,518.46",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270370,01/11/2023,"£1,518.46",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270487,01/11/2023,"£1,518.46",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270808,08/11/2023,"£1,518.46",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271000,08/11/2023,"£1,518.46",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269522,18/10/2023,"£1,518.30",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269616,18/10/2023,"£1,518.30",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269619,18/10/2023,"£1,518.30",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269620,18/10/2023,"£1,518.30",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269621,18/10/2023,"£1,518.30",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269622,18/10/2023,"£1,518.30",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269623,18/10/2023,"£1,518.30",,,,
