Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  09,,,,,,,,,
Start Date:  12 November 2023,,,,,,,,,
End Date: 09 December 2023,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272404,29 November 2023,"1,403.69",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271248,15 November 2023,"1,403.69",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110357175,29 November 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110358510,04 December 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110358516,04 December 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110358507,04 December 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110358531,04 December 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110357176,29 November 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110333843,13 November 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110358513,04 December 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110358511,04 December 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110358363,04 December 2023,"1,403.13",,,,
LONDON UNDERGROUND LTD,Brush Traction DIV OF WABTEC UK LTD,Fleet,1005/5110357181,29 November 2023,"1,403.13",,,,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Advertising,1002/5110350051,15 November 2023,"1,402.00",,,,
RFL (IINFRASTRUCTURE) LTD,Amba Hydraulics ltd,Plant & Equipment Purchases,1025/5110359515,15 November 2023,"1,401.71",,,,
LONDON UNDERGROUND LTD,Mors Smitt STS Signals,Stock of Fleet,1005/5110368344,29 November 2023,"1,400.40",,,,
TRANSPORT TRADING LTD,Hildebrand Technology Limited,Property Management Fees,1004/5110371692,06 December 2023,"1,400.00",,,,
TTL PROPERTIES LTD,Insight Executive Group Limited,Management & Support Consultancy,1040/5110370147,04 December 2023,"1,400.00",,,,
TFL CORPORATE,London Transport Choir,Event Management Fee,1001/5110357745,29 November 2023,"1,400.00",,,,
LONDON UNDERGROUND LTD,GBM Services Limited,Office Cleaning,1005/5110361506,21 November 2023,"1,399.44",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110352968,22 November 2023,"1,396.59",,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901698563,15 November 2023,"1,396.37",,,,
TRANSPORT TRADING LTD,Senator International Ltd,Furniture & Equipment,1004/5110360571,06 December 2023,"1,394.79",,,,
RFL (IINFRASTRUCTURE) LTD,Plasser UK Ltd,Plant & Equipment Purchases,1025/5110352452,22 November 2023,"1,392.24",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197676,15 November 2023,"1,391.91",,,,
TFL CORPORATE,A J WELLS & SONS LTD,Production Artwork And Design For Marketing,1001/5110368604,01 December 2023,"1,390.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197413,15 November 2023,"1,390.70",,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110366991,29 November 2023,"1,390.00",,,,
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Plant & Equipment Purchases,1005/5110361931,07 December 2023,"1,389.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197207,15 November 2023,"1,388.10",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197209,15 November 2023,"1,388.10",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271617,22 November 2023,"1,387.65",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271434,15 November 2023,"1,387.65",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196727,15 November 2023,"1,386.48",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196728,15 November 2023,"1,386.48",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197249,15 November 2023,"1,386.48",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197248,15 November 2023,"1,386.48",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197602,15 November 2023,"1,386.48",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271124,15 November 2023,"1,386.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201047,06 December 2023,"1,385.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200095,29 November 2023,"1,385.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198406,22 November 2023,"1,385.70",,,,
LONDON UNDERGROUND LTD,BMAC LTD,Fleet,1005/5110362913,20 November 2023,"1,385.10",,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110358056,05 December 2023,"1,385.04",,,,
LONDON UNDERGROUND LTD,Fazakerley Rewinds Ltd,Fleet,1005/5110339035,28 November 2023,"1,385.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197447,15 November 2023,"1,384.92",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272794,06 December 2023,"1,384.37",,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Fleet,1005/5110326830,28 November 2023,"1,380.00",,,,
LONDON TRANSPORT MUSEUM,Hiremech Limited,Management & Support Consultancy,1011/5110373605,08 December 2023,"1,380.00",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077420,29 November 2023,"1,379.76",,,,
TFL CORPORATE,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1001/5110361476,20 November 2023,"1,379.04",,,,
TRANSPORT TRADING LTD,UNIVERSAL,Office Accommodation Moves,1004/5110364742,27 November 2023,"1,378.96",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272772,06 December 2023,"1,377.39",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008543,22 November 2023,"1,376.88",,,,
RAIL FOR LONDON LIMITED,CCS JEWELTONE LIMITED,Civil Engineering Construction Works,1020/5110355571,22 November 2023,"1,376.00",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077468,06 December 2023,"1,375.50",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077401,29 November 2023,"1,375.50",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077285,15 November 2023,"1,375.50",,,,
LONDON UNDERGROUND LTD,Safety At Height Limited,Pumps & Drainage,1005/5110366567,28 November 2023,"1,375.00",,,,
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900005251,06 December 2023,"1,374.97",,,,
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900005196,22 November 2023,"1,374.97",,,,
LT MUSEUM TRADING LTD,Stop Gap Marketing,Agency Staff,1024/5110364811,28 November 2023,"1,374.12",,,,
LT MUSEUM TRADING LTD,Stop Gap Marketing,Agency Staff,1024/5110362560,20 November 2023,"1,374.12",,,,
LT MUSEUM TRADING LTD,Stop Gap Marketing,Agency Staff,1024/5110370076,06 December 2023,"1,374.12",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200805,06 December 2023,"1,374.04",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271198,15 November 2023,"1,373.69",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272533,06 December 2023,"1,373.69",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272790,06 December 2023,"1,373.59",,,,
LONDON UNDERGROUND LTD,STARK Building Materials UK Ltd t/a,Civil Engineering Construction Works,1005/5110355230,27 November 2023,"1,373.20",,,,
LONDON UNDERGROUND LTD,Daisy Corporate Services TradingLtd,Telephony Fixed,1005/5110355646,29 November 2023,"1,372.73",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272789,06 December 2023,"1,372.06",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198657,22 November 2023,"1,371.42",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272531,06 December 2023,"1,370.53",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271850,22 November 2023,"1,370.52",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271244,15 November 2023,"1,370.25",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271245,15 November 2023,"1,370.09",,,,
LONDON UNDERGROUND LTD,DENCO LUBRICATION LTD,Escalators,1005/5110370052,06 December 2023,"1,370.00",,,,
LONDON UNDERGROUND LTD,Lesmac (Fasteners) Ltd,Stock Of Track,1005/5110364515,27 November 2023,"1,370.00",,,,
TRANSPORT TRADING LTD,Quay Office Furnishers Ltd,Furniture & Equipment,1004/5110361949,21 November 2023,"1,370.00",,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110362833,20 November 2023,"1,369.06",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272636,06 December 2023,"1,368.41",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272831,06 December 2023,"1,368.41",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271791,22 November 2023,"1,368.41",,,,
LONDON UNDERGROUND LTD,GRINSTY RAIL LTD,Fleet,1005/5110359759,13 November 2023,"1,368.29",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272340,29 November 2023,"1,368.17",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272576,06 December 2023,"1,368.17",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271876,22 November 2023,"1,368.17",,,,
LT MUSEUM TRADING LTD,Stop Gap Marketing,Agency Staff,1024/5110366695,28 November 2023,"1,368.16",,,,
LONDON UNDERGROUND LTD,PRV ENGINEERING LTD,Stock Of Track,1005/5110358458,13 November 2023,"1,368.00",,,,
LONDON TRANSPORT MUSEUM,GBM Services Limited,Office Cleaning,1011/5110354808,13 November 2023,"1,367.79",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200696,06 December 2023,"1,366.56",,,,
LONDON UNDERGROUND LTD,Sixt Rent A Car,Vehicle Operating Leases,1005/5110355499,27 November 2023,"1,366.40",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900006584,15 November 2023,"1,366.30",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900006641,22 November 2023,"1,366.30",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900006751,06 December 2023,"1,366.30",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900006695,29 November 2023,"1,366.30",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110355090,27 November 2023,"1,366.20",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110353571,27 November 2023,"1,366.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199424,29 November 2023,"1,365.70",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077359,22 November 2023,"1,365.26",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077406,29 November 2023,"1,365.26",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077487,06 December 2023,"1,365.26",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272686,06 December 2023,"1,365.13",,,,
RAIL FOR LONDON LIMITED,Synectics Security Ltd,Stock of Fleet,1020/5110372997,06 December 2023,"1,365.00",,,,
LONDON UNDERGROUND LTD,Richmond Interior Supplies Ltd,Fleet,1005/5110362545,17 November 2023,"1,364.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272230,29 November 2023,"1,363.45",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271184,15 November 2023,"1,363.20",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272339,29 November 2023,"1,362.07",,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Fleet,1005/5110344375,28 November 2023,"1,360.65",,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Fleet,1005/5110347826,15 November 2023,"1,360.65",,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Fleet,1005/5110351613,22 November 2023,"1,360.65",,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Fleet,1005/5110347825,28 November 2023,"1,360.65",,,,
TFL CORPORATE,Arco Professional Safety Serv. Ltd,Staff Training,1001/5110360364,06 December 2023,"1,360.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272582,06 December 2023,"1,360.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271760,22 November 2023,"1,359.37",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271253,15 November 2023,"1,359.37",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271309,15 November 2023,"1,359.27",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201415,06 December 2023,"1,355.95",,,,
LONDON RIVER SERVICES LTD,Browse Bion,Street Furniture,1007/5110368753,30 November 2023,"1,355.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200022,29 November 2023,"1,354.16",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196651,15 November 2023,"1,354.16",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200401,06 December 2023,"1,354.16",,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900062277,06 December 2023,"1,353.14",,,,
LONDON UNDERGROUND LTD,Underground Electrical Services Ltd,Lift Maintenance,1005/5110362168,22 November 2023,"1,353.00",,,,
RFL (IINFRASTRUCTURE) LTD,C E F,Vehicle Repairs & Maintenance,1025/5110352402,27 November 2023,"1,352.72",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271215,15 November 2023,"1,351.55",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197792,22 November 2023,"1,350.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200409,06 December 2023,"1,350.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199997,29 November 2023,"1,350.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196884,15 November 2023,"1,350.30",,,,
TTL PROPERTIES LTD,Bellamy Wallace Partnership llp,Building Maintenance & Repairs,1040/5110364267,21 November 2023,"1,350.00",,,,
LONDON UNDERGROUND LTD,Daisy Corporate Services TradingLtd,Telephony Fixed,1005/5110351171,21 November 2023,"1,350.00",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares19016991352024,Staff Medical Insurance & Treatment,1004/1901699135,04 December 2023,"1,350.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271085,15 November 2023,"1,348.90",,,,
LONDON RIVER SERVICES LTD,Port of London Authority,Corporate Subscriptions,1007/5110350735,15 November 2023,"1,348.20",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110348848,15 November 2023,"1,347.56",,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Vehicle Repairs & Maintenance,1005/5110372318,07 December 2023,"1,347.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196581,15 November 2023,"1,346.79",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199604,29 November 2023,"1,346.79",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200694,06 December 2023,"1,346.79",,,,
LUL NOMINEE BCV LIMITED,KPK (SHEET METAL) LTD,Track General Maintenance,1033/5110353082,22 November 2023,"1,346.00",,,,
TFL CORPORATE,Senator International Ltd,Furniture & Equipment,1001/5110349850,15 November 2023,"1,345.68",,,,
TRANSPORT TRADING LTD,Senator International Ltd,Furniture & Equipment,1004/5110356990,01 December 2023,"1,345.05",,,,
TFL CORPORATE,Learning Tree International Ltd,Staff Training,1001/5110352580,22 November 2023,"1,345.00",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077451,06 December 2023,"1,344.60",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271842,22 November 2023,"1,344.28",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271256,15 November 2023,"1,344.28",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196820,15 November 2023,"1,343.43",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199663,29 November 2023,"1,343.43",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196723,15 November 2023,"1,343.43",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201371,06 December 2023,"1,343.43",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012226832024,Fares Refund Control  (TTL Only),1004/1101222683,29 November 2023,"1,342.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198651,22 November 2023,"1,342.76",,,,
LONDON RIVER SERVICES LTD,Castle Water Limited,Water,1007/1900005300,07 December 2023,"1,341.51",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197324,15 November 2023,"1,341.14",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200497,06 December 2023,"1,341.14",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200495,06 December 2023,"1,341.14",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200496,06 December 2023,"1,341.14",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197839,22 November 2023,"1,341.10",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201061,06 December 2023,"1,341.10",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271815,22 November 2023,"1,340.98",,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900062239,06 December 2023,"1,340.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201232,06 December 2023,"1,340.13",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198515,22 November 2023,"1,340.13",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199443,29 November 2023,"1,340.13",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Maintenance Materials,1005/5110361191,06 December 2023,"1,338.92",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271117,15 November 2023,"1,338.81",,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110361582,16 November 2023,"1,338.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196547,15 November 2023,"1,337.40",,,,
TRANSPORT TRADING LTD,Telent Technology Services Ltd,Building Maintenance & Repairs,1004/5110355360,28 November 2023,"1,334.86",,,,
TRANSPORT TRADING LTD,WJB Services Limited,Office Accommodation Moves,1004/5110373205,06 December 2023,"1,334.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272822,06 December 2023,"1,333.22",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271685,22 November 2023,"1,333.22",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271166,15 November 2023,"1,333.22",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271694,22 November 2023,"1,333.22",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271163,15 November 2023,"1,331.62",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272854,06 December 2023,"1,331.62",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198398,22 November 2023,"1,331.36",,,,
SURFACE TRANSPORT CORP,Equans Services Limited,Equipment Repairs & Maintenance,1002/5110348617,06 December 2023,"1,330.65",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201253,06 December 2023,"1,328.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198131,22 November 2023,"1,328.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197628,15 November 2023,"1,328.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199510,29 November 2023,"1,328.20",,,,
TRANSPORT TRADING LTD,World Out of Home Organization,Charitable Donations,1004/5110240049,17 November 2023,"1,327.80",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1005/5110358087,05 December 2023,"1,327.28",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110350274,20 November 2023,"1,327.25",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110360521,06 December 2023,"1,326.88",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110346427,13 November 2023,"1,326.88",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110347835,17 November 2023,"1,326.58",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900197466,15 November 2023,"1,325.24",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199878,29 November 2023,"1,325.24",,,,
TTL PROPERTIES LTD,EVERSHEDS,Legal Fees,1040/5110359646,15 November 2023,"1,325.00",,,,
TFL CORPORATE,OTM (UK) LTD,Advertising,1001/5110373976,07 December 2023,"1,325.00",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110360053,06 December 2023,"1,324.88",,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110353310,22 November 2023,"1,323.60",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900006658,22 November 2023,"1,323.30",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900006714,29 November 2023,"1,323.30",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900006737,06 December 2023,"1,323.30",,,,
LONDON BUS SERVICES LTD,Shoal Group Limited,Vehicle Repairs & Maintenance,1006/5110309248,28 November 2023,"1,323.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271559,22 November 2023,"1,322.04",,,,
TTL PROPERTIES LTD,MITIE FM LIMITED,Security Services (Guards),1040/5110365602,29 November 2023,"1,320.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200767,06 December 2023,"1,319.30",,,,
TFL CORPORATE,KINGSBEECH LTD,Fleet,1001/5110372532,08 December 2023,"1,318.79",,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900061569,15 November 2023,"1,318.62",,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900061753,22 November 2023,"1,318.62",,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900062213,29 November 2023,"1,318.62",,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900062272,06 December 2023,"1,318.62",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271338,15 November 2023,"1,318.49",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110362926,17 November 2023,"1,316.46",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272319,29 November 2023,"1,316.09",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198448,22 November 2023,"1,315.84",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271209,15 November 2023,"1,315.38",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271719,22 November 2023,"1,315.38",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900272112,29 November 2023,"1,315.30",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900271720,22 November 2023,"1,315.30",,,,
