Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  13,,,,,,,,,
Start Date:  03 March 2024,,,,,,,,,
End Date: 31 March 2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218097,22 March 2024,"£2,156",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217205,20 March 2024,"£2,156",,,,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Staff Travel (Business Fares),1005/1900280546,27 March 2024,"£2,156",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214104,06 March 2024,"£2,155",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217734,22 March 2024,"£2,155",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215252,13 March 2024,"£2,155",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217111,20 March 2024,"£2,155",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215253,13 March 2024,"£2,155",,,,
TTL PROPERTIES LTD,Castle Water Limited,Water,1040/1900007585,13 March 2024,"£2,154",,,,
TFL CORPORATE,Corporate Document Services Ltd,Printing For Marketing Materials,1001/5110419663,08 March 2024,"£2,154",,,,
LUL NOMINEE SSL LIMITED,SCHUNK CARBON TECHNOLOGY LIMITED,Stock of Fleet,1031/5110424396,15 March 2024,"£2,153",,,,
SURFACE TRANSPORT CORP,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1002/5110415462,06 March 2024,"£2,153",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214679,06 March 2024,"£2,152",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215144,13 March 2024,"£2,152",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218369,22 March 2024,"£2,152",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217112,20 March 2024,"£2,152",,,,
LONDON UNDERGROUND LTD,Logistics UK,Vehicle Operating Leases,1005/5110386386,22 March 2024,"£2,152",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215583,13 March 2024,"£2,151",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214995,06 March 2024,"£2,151",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214843,06 March 2024,"£2,151",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217207,20 March 2024,"£2,151",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217388,22 March 2024,"£2,151",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215593,13 March 2024,"£2,151",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217188,20 March 2024,"£2,151",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Radio Systems Equipment & Maintenance,1005/5110401117,04 March 2024,"£2,150",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279565,20 March 2024,"£2,149",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279862,22 March 2024,"£2,149",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214890,06 March 2024,"£2,148",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214735,06 March 2024,"£2,148",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217710,22 March 2024,"£2,148",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215060,13 March 2024,"£2,148",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218073,22 March 2024,"£2,148",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217322,20 March 2024,"£2,148",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215264,13 March 2024,"£2,148",,,,
SURFACE TRANSPORT CORP,CHARLES TAYLOR GEN. ADJUST. SERV. L,Civil Engineering Construction Works,1002/5110417077,22 March 2024,"£2,148",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214702,06 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215540,13 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215616,13 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215630,13 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215878,13 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214725,06 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214741,06 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214810,06 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217065,20 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217640,22 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218130,22 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218335,22 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217437,22 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217075,20 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217176,20 March 2024,"£2,146",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217424,22 March 2024,"£2,146",,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110386671,20 March 2024,"£2,145",,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110420043,20 March 2024,"£2,145",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215565,13 March 2024,"£2,145",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218377,22 March 2024,"£2,145",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218376,22 March 2024,"£2,145",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215427,13 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215450,13 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215607,13 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214021,06 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214403,06 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215042,13 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216232,20 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218297,22 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218474,22 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218480,22 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218187,22 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216416,20 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216724,20 March 2024,"£2,144",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218185,22 March 2024,"£2,144",,,,
RFL (IINFRASTRUCTURE) LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1025/5110415822,22 March 2024,"£2,143",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410845,18 March 2024,"£2,142",,,,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Plant & Equipment Purchases,1005/5110423797,15 March 2024,"£2,142",,,,
LONDON BUS SERVICES LTD,JAW Consultants Limited,Vehicle Repairs & Maintenance,1006/5110419576,08 March 2024,"£2,142",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214689,06 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215842,13 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218374,22 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217123,20 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215153,13 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214971,06 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214746,06 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215554,13 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218119,22 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218386,22 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216239,20 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217072,20 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214790,06 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214410,06 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215621,13 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218342,22 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217665,22 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217050,20 March 2024,"£2,141",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214803,06 March 2024,"£2,140",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215993,13 March 2024,"£2,140",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217427,22 March 2024,"£2,140",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216697,20 March 2024,"£2,140",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409978,19 March 2024,"£2,139",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012510502024,Fares Refund Control  (TTL Only),1004/1101251050,21 March 2024,"£2,138",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214744,06 March 2024,"£2,136",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216223,20 March 2024,"£2,136",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217548,22 March 2024,"£2,136",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216114,13 March 2024,"£2,136",,,,
RAIL FOR LONDON LIMITED,Corporate Document Services Ltd,Franchise/Concession Fixed Fee,1020/5110420079,13 March 2024,"£2,135",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215833,13 March 2024,"£2,134",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216469,20 March 2024,"£2,134",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214026,06 March 2024,"£2,134",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217385,22 March 2024,"£2,133",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217386,22 March 2024,"£2,133",,,,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Stock of Fleet,1005/5110431509,27 March 2024,"£2,132",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007447,06 March 2024,"£2,131",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007618,22 March 2024,"£2,131",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007513,13 March 2024,"£2,131",,,,
CYCLE HIRE SCHEME,London Borough of Lambeth,Franchise/Concession Fixed Fee,1016/5110422374,13 March 2024,"£2,130",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409160,18 March 2024,"£2,130",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409263,18 March 2024,"£2,130",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217914,22 March 2024,"£2,130",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215236,13 March 2024,"£2,130",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216550,20 March 2024,"£2,130",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410836,18 March 2024,"£2,130",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410838,18 March 2024,"£2,130",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110413757,22 March 2024,"£2,130",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409264,18 March 2024,"£2,130",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410831,18 March 2024,"£2,130",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410833,18 March 2024,"£2,130",,,,
LT MUSEUM TRADING LTD,Camira Transport Fabrics Ltd,LTM Purchase of Gifts for Resale,1024/1900024470,27 March 2024,"£2,129",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278351,06 March 2024,"£2,129",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278589,06 March 2024,"£2,129",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279496,20 March 2024,"£2,129",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278832,13 March 2024,"£2,129",,,,
RFL (IINFRASTRUCTURE) LTD,Delatim Ltd,Building Maintenance & Repairs,1025/5110429447,27 March 2024,"£2,129",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278598,06 March 2024,"£2,128",,,,
LUL NOMINEE SSL LIMITED,KPK (SHEET METAL) LTD,Fleet,1031/5110408961,12 March 2024,"£2,128",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214734,06 March 2024,"£2,128",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214424,06 March 2024,"£2,128",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214544,06 March 2024,"£2,128",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007611,22 March 2024,"£2,128",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007448,06 March 2024,"£2,128",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007563,20 March 2024,"£2,128",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110393381,08 March 2024,"£2,128",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215137,13 March 2024,"£2,127",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214854,06 March 2024,"£2,127",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216030,13 March 2024,"£2,127",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217964,22 March 2024,"£2,127",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217300,20 March 2024,"£2,127",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217408,22 March 2024,"£2,127",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216676,20 March 2024,"£2,127",,,,
LONDON UNDERGROUND LTD,Feltham Coachworks Ltd,Vehicle Running Costs,1005/5110417059,06 March 2024,"£2,127",,,,
LONDON TRANSPORT MUSEUM,LONDONIST LTD,Advertising,1011/5110420840,11 March 2024,"£2,125",,,,
LONDON BUS SERVICES LTD,BT,Telephony Fixed,1006/1900049980,08 March 2024,"£2,124",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215837,13 March 2024,"£2,124",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214765,06 March 2024,"£2,124",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217611,22 March 2024,"£2,123",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216118,13 March 2024,"£2,123",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216475,20 March 2024,"£2,123",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214926,06 March 2024,"£2,123",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216914,20 March 2024,"£2,123",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215769,13 March 2024,"£2,123",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217500,22 March 2024,"£2,123",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215777,13 March 2024,"£2,123",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279383,20 March 2024,"£2,123",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279003,13 March 2024,"£2,123",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279012,13 March 2024,"£2,123",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278959,13 March 2024,"£2,123",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278512,06 March 2024,"£2,123",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278973,13 March 2024,"£2,123",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215368,13 March 2024,"£2,122",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214200,06 March 2024,"£2,121",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217806,22 March 2024,"£2,121",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214270,06 March 2024,"£2,121",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216631,20 March 2024,"£2,121",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214570,06 March 2024,"£2,121",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215605,13 March 2024,"£2,120",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217664,22 March 2024,"£2,120",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216392,20 March 2024,"£2,120",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218404,22 March 2024,"£2,120",,,,
VICTORIA COACH STATN LTD,Stagecoach in Oxfordshire,VCS Repayments & Commission,1008/1900004882,22 March 2024,"£2,119",,,,
LONDON BUS SERVICES LTD,VIX ACIS LIMITED,Computer Software,1006/5110423241,18 March 2024,"£2,119",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278399,06 March 2024,"£2,117",,,,
LUL NOMINEE SSL LIMITED,GBM Services Limited,Office Cleaning,1031/5110410983,04 March 2024,"£2,117",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279632,20 March 2024,"£2,117",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217953,22 March 2024,"£2,116",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217393,22 March 2024,"£2,115",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217253,20 March 2024,"£2,115",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278629,06 March 2024,"£2,113",,,,
TFL CORPORATE,Drostle Public Arts Limited,Production Artwork And Design For Marketing,1001/5110427738,22 March 2024,"£2,113",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279789,22 March 2024,"£2,112",,,,
DIAL A RIDE,EVERSHEDS,Legal Fees,1010/5110429597,22 March 2024,"£2,112",,,,
RAIL FOR LONDON LIMITED,Commend UK Ltd,Computer Software,1020/5110428759,27 March 2024,"£2,112",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214426,06 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216226,20 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218499,22 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215888,13 March 2024,"£2,111",,,,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110412680,13 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215255,13 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214614,06 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213965,06 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215086,13 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217736,22 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217701,22 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216422,20 March 2024,"£2,111",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214729,06 March 2024,"£2,107",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217795,22 March 2024,"£2,107",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214312,06 March 2024,"£2,107",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216255,20 March 2024,"£2,106",,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110423514,19 March 2024,"£2,106",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214407,06 March 2024,"£2,104",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218400,22 March 2024,"£2,104",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216646,20 March 2024,"£2,104",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215673,13 March 2024,"£2,104",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214882,06 March 2024,"£2,104",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215885,13 March 2024,"£2,104",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217469,22 March 2024,"£2,104",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216711,20 March 2024,"£2,104",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217961,22 March 2024,"£2,103",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216035,13 March 2024,"£2,103",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217290,20 March 2024,"£2,103",,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110416322,22 March 2024,"£2,103",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215949,13 March 2024,"£2,102",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213948,06 March 2024,"£2,102",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216415,20 March 2024,"£2,102",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218479,22 March 2024,"£2,102",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215043,13 March 2024,"£2,102",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279499,20 March 2024,"£2,101",,,,
TFL CORPORATE,Skagg Learning Consulting Ltd.,Staff Training,1001/5110421382,15 March 2024,"£2,100",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215155,13 March 2024,"£2,099",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214979,06 March 2024,"£2,099",,,,
