Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JR,27/11/2023,06/11/2023,Purchase,137.2,Lavazza Pro
JB,27/11/2023,13/11/2023,Purchase,138.18,Travelodge Gb0000
JR,27/11/2023,07/11/2023,Purchase,138.38,Wm Morrisons Store
DS,27/11/2023,02/11/2023,Purchase,139.15,Chrisbeon Office Supplies
JB,27/11/2023,19/11/2023,Purchase,139.5,Bkg*hotel At Booking.C
JB,27/11/2023,26/11/2023,Purchase,144,Buckatree Hall Hotel
JB,27/11/2023,01/11/2023,Purchase,145,Bkg*hotel At Booking.C
JB,27/11/2023,01/11/2023,Purchase,145,Paypal *argosdirect
AA,27/11/2023,17/11/2023,Purchase,146,Ebay O*27-10791-20667
JR,27/11/2023,14/11/2023,Purchase,149.95,Booker Limited Ecom
JB,27/11/2023,07/11/2023,Purchase,149.97,Easyjet K6cmdw4
JB,27/11/2023,06/11/2023,Purchase,150,The White House Hotel
JR,27/11/2023,01/11/2023,Purchase,150,Royal Mail Online Shop
JR,27/11/2023,02/11/2023,Purchase,150,Royal Mail Online Shop
JR,27/11/2023,09/11/2023,Purchase,150,The White House Hotel
AA,27/11/2023,31/10/2023,Purchase,150.82,Tesco Stores 3290
JB,27/11/2023,25/11/2023,Purchase,151.8,Bkg*hotel At Booking.C
JR,27/11/2023,14/11/2023,Purchase,154.4,Booker Limited Ecom
JR,27/11/2023,03/11/2023,Purchase,158,Amznmktplace
JB,27/11/2023,08/11/2023,Purchase,159,Tvlicensing.Co.Uk
JB,27/11/2023,07/11/2023,Purchase,159,Tvlicensing.Co.Uk
JB,27/11/2023,08/11/2023,Purchase,159,Tvlicensing.Co.Uk
JB,27/11/2023,09/11/2023,Purchase,159,Tvlicensing.Co.Uk
JB,27/11/2023,09/11/2023,Purchase,159,Tvlicensing.Co.Uk
JB,27/11/2023,09/11/2023,Purchase,159,Tvlicensing.Co.Uk
DS,27/11/2023,23/11/2023,Purchase,162.17,Brewers
AA,27/11/2023,25/10/2023,Purchase,162.95,Decathlon UK Limited
AA,27/11/2023,13/11/2023,Purchase,163.6,Paypal *wmr Tickets
AA,27/11/2023,10/11/2023,Purchase,164.6,Amznmktplace
JB,27/11/2023,30/10/2023,Purchase,165.7,Trainline
AA,27/11/2023,24/11/2023,Purchase,166.02,Booker Ltd - 38598984
JB,27/11/2023,09/11/2023,Purchase,167.31,Bkg*hotel At Booking.C
AA,27/11/2023,15/11/2023,Purchase,167.5,Dvla Vehicle Tax
AA,27/11/2023,15/11/2023,Purchase,167.5,Dvla Vehicle Tax
JR,27/11/2023,17/11/2023,Purchase,167.92,Booker Ltd - 38529434
JB,27/11/2023,21/11/2023,Purchase,168,Chrisbeon Office Supplies
JB,27/11/2023,16/11/2023,Purchase,168.19,Trainline
JR,27/11/2023,06/11/2023,Purchase,168.19,Trainline
JR,27/11/2023,14/11/2023,Purchase,170,Bkg*hotel At Booking.C
JB,27/11/2023,17/11/2023,Purchase,170.59,Trainline
AA,27/11/2023,21/11/2023,Purchase,173.37,Travelodge Gb0000
JB,27/11/2023,29/10/2023,Purchase,173.43,Amazon.Co.Uk*h081u1rx4
JB,27/11/2023,20/11/2023,Purchase,173.88,Cartwright Waste Dispo
JR,27/11/2023,16/11/2023,Purchase,174.93,Amznmktplace
JB,27/11/2023,22/11/2023,Purchase,175,Storage Giant Ltd
JR,27/11/2023,15/11/2023,Purchase,175,Oak Furniture Clearance
DS,27/11/2023,08/11/2023,Purchase,175.39,Trainline
DS,27/11/2023,08/11/2023,Purchase,175.39,Trainline
DS,27/11/2023,17/11/2023,Purchase,175.39,Trainline
JB,27/11/2023,24/11/2023,Purchase,177.44,Travelodge Gb0000
AA,27/11/2023,24/11/2023,Purchase,178.46,Travelodge Gb0000
JR,27/11/2023,26/10/2023,Credit Voucher,179.94,Amznmktplace
JR,27/11/2023,27/10/2023,Purchase,179.94,Amznmktplace
JB,27/11/2023,23/11/2023,Purchase,179.99,Currys Online
JB,27/11/2023,21/11/2023,Purchase,180,Currys Superstore
AA,27/11/2023,09/11/2023,Purchase,180,Wp*edge Training Ltd
DS,27/11/2023,19/11/2023,Purchase,180.69,Trainline
JR,27/11/2023,06/11/2023,Purchase,181.98,Premier Inn
JB,27/11/2023,14/11/2023,Purchase,182.04,Travelodge Gb0000
AA,27/11/2023,01/11/2023,Purchase,185.44,Google*cloud Wz8b3w
AA,27/11/2023,15/11/2023,Purchase,185.61,Travelodge Gb0000
AA,27/11/2023,15/11/2023,Purchase,185.61,Travelodge Gb0000
JR,27/11/2023,12/11/2023,Purchase,186.85,Amazon.Co.Uk*hb82h0gm4
JR,27/11/2023,26/10/2023,Purchase,188.65,Travelodge Gb0000
DS,27/11/2023,30/10/2023,Purchase,192,Www2.@warwick.Ac.Uk
JB,27/11/2023,27/10/2023,Purchase,193.94,Www.Argos.Co.Uk
AA,27/11/2023,03/11/2023,Purchase,195,The White House Hotel
DS,27/11/2023,15/11/2023,Credit Voucher,197,Premier Inn
DS,27/11/2023,24/11/2023,Purchase,198.49,Trainline
JR,27/11/2023,24/11/2023,Purchase,198.96,Adobe Systems Software Ir
JB,27/11/2023,20/11/2023,Purchase,199,Www.Argos.Co.Uk
JR,27/11/2023,21/11/2023,Purchase,199.75,Best Western Hotels
JR,27/11/2023,20/11/2023,Purchase,200,Telford Timber Supplies
AA,27/11/2023,24/11/2023,Purchase,201.92,Travelodge Gb0000
AA,27/11/2023,06/11/2023,Purchase,204.31,Tesco Stores 3290
JB,27/11/2023,25/11/2023,Purchase,204.93,Bkg*hotel At Booking.C
AA,27/11/2023,07/11/2023,Purchase,206.89,Trainline
AA,27/11/2023,27/10/2023,Purchase,209.06,Travelodge Gb0000
AA,27/11/2023,31/10/2023,Purchase,209.41,Tesco Stores 3290
JB,27/11/2023,13/11/2023,Purchase,210.5,Trainline
AA,27/11/2023,17/11/2023,Purchase,211.1,Travelodge Gb0000
AA,27/11/2023,08/11/2023,Purchase,211.8,Www.Avantiwestcoast.Co
JB,27/11/2023,02/11/2023,Purchase,219,Currys Online
JR,27/11/2023,31/10/2023,Purchase,219.27,Travelodge Gb0000
AA,27/11/2023,24/11/2023,Purchase,222.32,Travelodge Gb0000
AA,27/11/2023,10/11/2023,Purchase,223.16,Adobe Systems Software
AA,27/11/2023,24/11/2023,Purchase,223.16,Adobe Systems Software
JB,27/11/2023,15/11/2023,Purchase,226.92,Travelodge Gb0000
JB,27/11/2023,10/11/2023,Purchase,229.5,Pc Stop
AA,27/11/2023,16/11/2023,Purchase,233,Rics Subs UK Cybs
AA,27/11/2023,02/11/2023,Purchase,233.48,Travelodge Gb0000
AA,27/11/2023,02/11/2023,Purchase,234,Birds Of Dereham
AA,27/11/2023,03/11/2023,Purchase,237.62,Travelodge Gb0000
JB,27/11/2023,14/11/2023,Credit Voucher,239.4,Cartwright Waste Dispo
JB,27/11/2023,06/11/2023,Purchase,240,Amazon Prime*h239572r4
AA,27/11/2023,24/11/2023,Purchase,240,Tesco Stores 3290
JR,27/11/2023,06/11/2023,Purchase,240,Shropshire Removals Telfo
JB,27/11/2023,15/11/2023,Purchase,241.38,Bham Council Phone Pyt
JR,27/11/2023,15/11/2023,Purchase,245,Bkg*hotel At Booking.C
JR,27/11/2023,31/10/2023,Purchase,245.62,Booker Limited Ecom
JB,27/11/2023,31/10/2023,Purchase,246.8,Travelodge Gb0000
AA,27/11/2023,17/11/2023,Purchase,247.82,Travelodge Gb0000
AA,27/11/2023,17/11/2023,Purchase,247.82,Travelodge Gb0000
JB,27/11/2023,17/11/2023,Purchase,250,Maidesite Global Inc
JR,27/11/2023,10/11/2023,Purchase,250,Asda Stores Ltd
JB,27/11/2023,21/11/2023,Purchase,251.15,Www.Argos.Co.Uk
JB,27/11/2023,30/10/2023,Purchase,258.3,Cartwright Waste Dispo
JB,27/11/2023,02/11/2023,Purchase,258.3,Cartwright Waste Dispo
AA,27/11/2023,09/11/2023,Purchase,259.49,Booker Ltd - 38598984
JB,27/11/2023,02/11/2023,Purchase,260,One Stop 2724
JB,27/11/2023,20/11/2023,Purchase,260,Utilita Energy Limited
JR,27/11/2023,03/11/2023,Purchase,260,Asda Stores Ltd
JR,27/11/2023,20/11/2023,Purchase,260.1,Premier Inn
JR,27/11/2023,21/11/2023,Purchase,260.71,Booker Ltd - 38529434
JR,27/11/2023,02/11/2023,Purchase,263.11,Travelodge Gb0000
JR,27/11/2023,02/11/2023,Purchase,268.21,Travelodge Gb0000
JB,27/11/2023,01/11/2023,Purchase,268.67,Trainline
AA,27/11/2023,20/11/2023,Purchase,271.27,Travelodge Gb0000
JB,27/11/2023,01/11/2023,Purchase,275.89,Amznmktplace
AA,27/11/2023,10/11/2023,Purchase,276.38,Travelodge Gb0000
JB,27/11/2023,07/11/2023,Purchase,278.99,Trainline
AA,27/11/2023,10/11/2023,Purchase,279.65,Premier Inn
AA,27/11/2023,09/11/2023,Purchase,279.65,Premier Inn
JB,27/11/2023,22/11/2023,Purchase,279.99,Www.Argos.Co.Uk
JB,27/11/2023,02/11/2023,Purchase,282,Argos Ltd
DS,27/11/2023,27/10/2023,Purchase,282,Premier Inn
JR,27/11/2023,10/11/2023,Purchase,283.27,Premier Inn
JB,27/11/2023,10/11/2023,Purchase,285,Eb *cpd Accredited The
JR,27/11/2023,30/10/2023,Purchase,285.16,Amazon* 204-9107984-06
JR,27/11/2023,20/11/2023,Purchase,288.5,Premier Inn
JR,27/11/2023,07/11/2023,Purchase,298.19,Trainline
AA,27/11/2023,14/11/2023,Purchase,302,B&q Marketplace
JB,27/11/2023,11/11/2023,Purchase,302.46,Travelodge Gb0000
JB,27/11/2023,23/11/2023,Purchase,302.95,Www.Argos.Co.Uk
JB,27/11/2023,18/11/2023,Purchase,315,Proark UK Hotels Ltd Oper
DS,27/11/2023,30/10/2023,Purchase,322.5,Dvla Vehicle Tax
DS,27/11/2023,02/11/2023,Credit Voucher,335.8,Trainline
JB,27/11/2023,27/10/2023,Transaction Fees,345.16,
AA,27/11/2023,16/11/2023,Purchase,345.85,Tesco Stores 3290
AA,27/11/2023,30/10/2023,Purchase,345.96,Dalebrook.Com
DS,27/11/2023,16/11/2023,Purchase,349,Cima
DS,27/11/2023,16/11/2023,Purchase,349,Cima
DS,27/11/2023,02/11/2023,Purchase,354.73,Trainline
JB,27/11/2023,01/11/2023,Purchase,372.95,Paypal *argosdirect
AA,27/11/2023,14/11/2023,Purchase,373,B&q Marketplace
JR,27/11/2023,17/11/2023,Purchase,389,Best Western Hotels
DS,27/11/2023,22/11/2023,Purchase,398.59,Keyclampstore.Com
JB,27/11/2023,26/10/2023,Purchase,398.88,Bromford Housing Associat
AA,27/11/2023,17/11/2023,Purchase,400,Fro Blinds
JR,27/11/2023,21/11/2023,Purchase,400,Tutti Bambini
JB,27/11/2023,23/11/2023,Purchase,409,The Travel Chapter Ltd
JR,27/11/2023,17/11/2023,Credit Voucher,420,Proark UK Hotels Ltd Oper
JB,27/11/2023,02/11/2023,Purchase,424.8,Sp Speechshop
JB,27/11/2023,02/11/2023,Purchase,424.8,Sp Speechshop
AA,27/11/2023,14/11/2023,Purchase,434.46,Travelodge Gb0000
JB,27/11/2023,09/11/2023,Purchase,456,Hughes Specialist Tran
JB,27/11/2023,10/11/2023,Purchase,479,Currys Online
JR,27/11/2023,10/11/2023,Purchase,487.05,Best Western Hotels
JR,27/11/2023,03/11/2023,Purchase,500,Asda Stores Ltd
JB,27/11/2023,20/11/2023,Purchase,520.86,Airbnb * Hmh8893cxz
AA,27/11/2023,21/11/2023,Purchase,525.36,Decathlon UK Limited
JB,27/11/2023,23/11/2023,Purchase,547.98,Complete Care Shop
JB,27/11/2023,07/11/2023,Purchase,558,Www.Navsh.Org.Uk
DS,27/11/2023,24/11/2023,Purchase,568.38,The Jackloc Co Ltd
AA,27/11/2023,16/11/2023,Purchase,578.4,White Ribbon Uk
DS,27/11/2023,27/10/2023,Purchase,594,Www.Local.Gov.Uk
DS,27/11/2023,03/11/2023,Purchase,620,Www.Rhinoroofracks.Co.
JR,27/11/2023,14/11/2023,Purchase,625.8,Proark UK Hotels Ltd Oper
JR,27/11/2023,10/11/2023,Purchase,645,Proark UK Hotels Ltd Oper
JR,27/11/2023,01/11/2023,Purchase,683,Bkg*hotel At Booking.C
JR,27/11/2023,06/11/2023,Purchase,729.85,Sp Roseland Furnitur
AA,27/11/2023,14/11/2023,Purchase,908.41,Amznmktplace
JR,27/11/2023,27/10/2023,Purchase,947.59,Ast Floorcoverings Limit
AA,27/11/2023,26/10/2023,Purchase,960,Local Print Pros Ltd
AA,27/11/2023,14/11/2023,Purchase,1000,Fro Blinds
AA,27/11/2023,15/11/2023,Purchase,1000,Fro Blinds
AA,27/11/2023,16/11/2023,Purchase,1000,Fro Blinds
JR,27/11/2023,01/11/2023,Purchase,1031.88,Bkg*hotel At Booking.C
JB,27/11/2023,03/11/2023,Purchase,1050,Www.1508stays.Co.Uk
JB,27/11/2023,17/11/2023,Purchase,1050,Www.1508stays.Co.Uk
JB,27/11/2023,10/11/2023,Purchase,1112.08,Airbnb * Hmh8893cxz
JB,27/11/2023,14/11/2023,Purchase,1262.7,Vrbo Had5t7k0
JB,27/11/2023,17/11/2023,Purchase,1283.94,Shape Posture Seating
JB,27/11/2023,30/10/2023,Purchase,1400,Planet Doors
JB,27/11/2023,15/11/2023,Purchase,1400,Planet Doors
DS,27/11/2023,22/11/2023,Purchase,1464,Complete Care Shop
JR,27/11/2023,22/11/2023,Purchase,1705,Bkg*hotel At Booking.C
AA,27/11/2023,13/11/2023,Purchase,1818,Shop.Bsigroup.Com 4111731
AA,27/11/2023,26/10/2023,Purchase,2093,The Reinforced Bed Compan
JR,27/11/2023,07/11/2023,Purchase,2724.18,A.K. Williams And Sons
AA,27/11/2023,23/11/2023,Purchase,2799,Apple.Com/Uk
JR,27/11/2023,06/11/2023,Purchase,3152.09,Trade Uk
JB,27/11/2023,10/11/2023,Purchase,4170.3,Airbnb * Hmazc2rtt5
JR,27/11/2023,16/11/2023,Purchase,4198.98,Apple.Com/Uk
JR,27/11/2023,01/11/2023,Purchase,6011.8,Lyreco UK Ltd
JB,27/11/2023,26/10/2023,Purchase,12551.28,Changing Ways London Inc
