Payment Date,Transaction Number,Amount Excluding VAT,Vendor Number,Vendor Name,Company Number,Debit/Credit Indicator,PO Number,Document Type,Cost Centre,Cost Centre Description,Proclass Code,Proclass Description,Purpose of Spend
45110,5106338516,1932,115189,REDACTED PERSONAL DATA,,H,3300261474,RE,103360,SPECIAL SCHOOL TRANS,,,REDACTED PERSONAL DATA
45111,1900201486,1039.27,108071,REDACTED PERSONAL DATA,06903140,H,,KR,103422,MAINTENANCE DESIGN,,,REDACTED PERSONAL DATA
45111,1900201487,290588.69,108071,REDACTED PERSONAL DATA,06903140,H,,KR,106977,,,,REDACTED PERSONAL DATA
45111,1900201491,817,219625,REDACTED DATA,,H,,KR,100069,Leaving Care 18-21 (,,,REDACTED DATA
45111,5106338669,5576.69,470770,Public Arts Ltd T/A Beam,2059168,H,3300263087,RE,665369,,,,
45112,1700022545,-1240.17,500136,Corona Energy,,S,,KG,104969,Dewsbury Moor Ch Ctr,,,Corona 9157332307 01032023 31032023 Heck
45112,1700022550,-931.24,500136,Corona Energy,,S,,KG,102872,WOODLANDS CHILDRENS,,,Corona 8899458810 01032023 31032023 Woo
45112,1700022794,-518.4,340326,J Taylor Plant Hire,,S,,KG,104778,ZZ Balance Sheet,,,
45112,1900201498,7018.83,103441,Telent Technology Services Ltd,,H,,KR,102189,Signals Maintenance,,,Telent Technology Services Ltd VAL 88
45112,1900201499,948.1,103441,Telent Technology Services Ltd,,H,,KR,664297,TF2 CIP A62 Smart Co,,,Telent Technology Services Ltd VAL 88
45112,1900201500,950,117693,REDACTED PERSONAL DATA,,H,,KR,100068,LAC 0-18 Team,,,REDACTED PERSONAL DATA
45112,1900201501,7816.28,103441,Telent Technology Services Ltd,,H,,KR,102189,Signals Maintenance,,,Telent Technology Services Ltd VAL 89
45112,1900201503,18374.99,320009,REDACTED DATA,,H,,KR,100797,3045 All Hallows' CE,,,REDACTED DATA
45112,1900201504,49425.68,320011,REDACTED DATA,,H,,KR,100703,2043 Ashbrow School,,,REDACTED DATA
45112,1900201505,17641.32,320017,REDACTED DATA,,H,,KR,100806,3320 Batley Parish J,,,REDACTED DATA
45112,1900201506,24320.78,410008,Battyeford CE (VC) Primary School,,H,,KR,100798,3046 Battyeford Prim,,,SEA Reimb 2023-24 P3 3046
45112,1900201507,7222.13,320449,REDACTED DATA,,H,,KR,100684,2004 Berry Brow I&N,,,REDACTED DATA
45112,1900201508,25583.47,320028,REDACTED DATA,,H,,KR,100686,2006 Birkby I&N Scho,,,REDACTED DATA
45112,1900201509,58951.53,320031,REDACTED DATA,,H,,KR,100702,2041 Birkby Junior S,,,REDACTED DATA
45112,1900201510,30329.77,320030,REDACTED DATA,,H,,KR,100800,3048 Birkenshaw Prim,,,REDACTED DATA
45112,1900201511,5493.31,320044,REDACTED DATA,,H,,KR,100785,3021 Brockholes J&I,,,REDACTED DATA
45112,1900201512,58833.27,320053,REDACTED DATA,,H,,KR,100778,3009 Bywell Junior S,,,REDACTED DATA
45112,1900201513,39127.43,320056,REDACTED DATA,,H,,KR,100685,2005 Carlton J&I Sch,,,REDACTED DATA
45112,1900201514,7927.78,320074,REDACTED DATA,,H,,KR,100715,2069 Clough Head J&I,,,REDACTED DATA
45112,1900201515,24062.07,410050,Crossley Fields J & I School,,H,,KR,100766,2152 Crossley Fields,,,SEA Reimb 2023-24 P3 2152
45112,1900201516,19461.56,410051,Crow Lane J I & N School,,H,,KR,100701,2038 Crow Lane J I &,,,SEA Reimb 2023-24 P3 2038
45112,1900201517,9324.31,320084,REDACTED DATA,,H,,KR,100796,3041 Crowlees J&I Sc,,,REDACTED DATA
45112,1900201518,9459.76,320086,REDACTED DATA,,H,,KR,100811,3325 Cumberworth Fir,,,REDACTED DATA
45112,1900201519,24051.86,320088,REDACTED DATA,,H,,KR,100771,2157 Dalton School,,,REDACTED DATA
45112,1900201520,7270.56,410053,Denby Ce (A) First School,,H,,KR,100812,3326 Denby First Sch,,,SEA Reimb 2023-24 P3 3326
45112,1900201521,8494.14,320119,REDACTED DATA,,H,,KR,100757,2139 Denby Dale Firs,,,REDACTED DATA
45112,1900201522,17440.21,410056,Earlsheaton Infant School,,H,,KR,100689,2013 Earlsheaton Inf,,,SEA Reimb 2023-24 P3 2013
45112,1900201523,19483.98,320099,REDACTED DATA,,H,,KR,100687,2007 Eastborough J I,,,REDACTED DATA
45112,1900201524,7065.79,320104,REDACTED DATA,,H,,KR,100723,2081 Emley First Sch,,,REDACTED DATA
45112,1900201525,7720.33,320106,REDACTED DATA,,H,,KR,100793,3036 Farnley Tyas Fi,,,REDACTED DATA
45112,1900201526,27167.65,320115,REDACTED DATA,,H,,KR,100706,2056 Fixby J&I Schoo,,,REDACTED DATA
45112,1900201527,22626.78,410066,Flatts Nursery School,,H,,KR,100679,1005 Flatts Nursery,,,SEA Reimb 2023-24 P3 1005
45112,1900201528,20762.63,410067,Flockton CE (VC) First School,,H,,KR,100786,3022 Flockton First,,,SEA Reimb 2023-24 P3 3022
45112,1900201529,58889.31,320120,REDACTED DATA,,H,,KR,100765,2151 Golcar J I & N,,,REDACTED DATA
45112,1900201530,28962.84,320122,REDACTED DATA,,H,,KR,100736,2099 Gomersal Primar,,,REDACTED DATA
45112,1900201531,21811.68,320123,REDACTED DATA,,H,,KR,100817,3332 Gomersal St Mar,,,REDACTED DATA
45112,1900201532,14477.14,320403,REDACTED DATA,,H,,KR,100734,2096 Grange Moor Pri,,,REDACTED DATA
45112,1900201533,6139.49,320130,REDACTED DATA,,H,,KR,100726,2086 Hade Edge J&I S,,,REDACTED DATA
45112,1900201534,14953.48,320134,REDACTED DATA,,H,,KR,100781,3014 Hanging Heaton,,,REDACTED DATA
45112,1900201535,21719.33,320136,REDACTED DATA,,H,,KR,100737,2100 Hartshead J&I S,,,REDACTED DATA
45112,1900201536,72511.27,320153,REDACTED DATA,,H,,KR,100779,3010 Headfield Junio,,,REDACTED DATA
45112,1900201537,46184.12,320151,REDACTED DATA,,H,,KR,100794,3037 Headlands J I &,,,REDACTED DATA
45112,1900201538,73832.11,320466,REDACTED DATA,,H,,KR,100768,2154 Heckmondwike Pr,,,REDACTED DATA
45112,1900201539,6903.07,320159,REDACTED DATA,,H,,KR,100727,2087 Hepworth J&I Sc,,,REDACTED DATA
45112,1900201540,13376.37,320169,REDACTED DATA,,H,,KR,100753,2134 High Bank JI&N,,,REDACTED DATA
45112,1900201541,8266.89,320168,REDACTED DATA,,H,,KR,100787,3023 Highburton Firs,,,REDACTED DATA
45112,1900201542,13045.05,320175,REDACTED DATA,,H,,KR,100728,2088 Hinchliffe Mill,,,REDACTED DATA
45112,1900201543,12532.23,320182,REDACTED DATA,,H,,KR,100729,2089 Holme J&I Schoo,,,REDACTED DATA
45112,1900201544,6775.9,320179,REDACTED DATA,,H,,KR,100725,2085 Holmfirth J I &,,,REDACTED DATA
45112,1900201546,29326.98,320201,REDACTED DATA,,H,,KR,100741,2108 Howard Park Com,,,REDACTED DATA
45112,1900201547,28758.64,320211,REDACTED DATA,,H,,KR,100751,2129 Hyrstmount Juni,,,REDACTED DATA
45112,1900201548,16579.68,320246,REDACTED DATA,,H,,KR,100815,3329 Kirkburton Firs,,,REDACTED DATA
45112,1900201549,19726.55,320160,REDACTED DATA,,H,,KR,100810,3324 Linthwaite Ardr,,,REDACTED DATA
45112,1900201550,13923.33,320162,REDACTED DATA,,H,,KR,100762,2148 Linthwaite Clou,,,REDACTED DATA
45112,1900201551,16216.79,320166,REDACTED DATA,,H,,KR,100740,2103 Littletown J I,,,REDACTED DATA
45112,1900201552,47839.27,320183,REDACTED DATA,,H,,KR,100772,3000 Lowerhouses J I,,,REDACTED DATA
45112,1900201554,13833.13,320208,REDACTED DATA,,H,,KR,100716,2073 Marsden I&N Sch,,,REDACTED DATA
45112,1900201555,25713.33,320214,REDACTED DATA,,H,,KR,100790,3028 Meltham Primary,,,REDACTED DATA
45112,1900201556,21839.78,320217,REDACTED DATA,,H,,KR,100711,2065 Mill Lane Prima,,,REDACTED DATA
45112,1900201557,119447.63,320222,REDACTED DATA,,H,,KR,100760,2145 Moldgreen Commu,,,REDACTED DATA
45112,1900201558,5751.31,320223,REDACTED DATA,,H,,KR,100824,3410 Moorlands Prima,,,REDACTED DATA
45112,1900201559,15298.07,320226,REDACTED DATA,,H,,KR,100767,2153 Mount Pleasant,,,REDACTED DATA
45112,1900201560,93973.41,320292,REDACTED DATA,,H,,KR,100698,2035 Rawthorpe Junio,,,REDACTED DATA
45112,1900201561,59475.6,320940,REDACTED DATA,,H,,KR,100774,3002 Rawthorpe St Ja,,,REDACTED DATA
45112,1900201562,3753.2,320233,REDACTED DATA,,H,,KR,100730,2090 Netherthong Pri,,,REDACTED DATA
45112,1900201563,14870.84,320237,REDACTED DATA,,H,,KR,100705,2045 Newsome Junior,,,REDACTED DATA
45112,1900201564,37863,320251,REDACTED DATA,,H,,KR,100718,2075 Nields J I & N,,,REDACTED DATA
45112,1900201565,33893.82,320258,REDACTED DATA,,H,,KR,100754,2135 Norristhorpe J&,,,REDACTED DATA
45112,1900201566,100913.81,320676,REDACTED DATA,,H,,KR,106055,2032 Oak C of E Prim,,,REDACTED DATA
45112,1900201567,17272.25,320277,REDACTED DATA,,H,,KR,100694,2025 Paddock J I & N,,,REDACTED DATA
45112,1900201568,5751.2,320278,REDACTED DATA,,H,,KR,100712,2066 Park Road J I &,,,REDACTED DATA
45112,1900201569,24709.98,320279,REDACTED DATA,,H,,KR,100759,2144 Pentland I&N Sc,,,REDACTED DATA
45112,1900201570,11944,320468,REDACTED DATA,,H,,KR,100713,2067 Purlwell I&N Sc,,,REDACTED DATA
45112,1900201571,79075.77,320289,REDACTED DATA,,H,,KR,100860,7005 Ravenshall Scho,,,REDACTED DATA
45112,1900201572,51108.21,320290,REDACTED DATA,,H,,KR,100773,3001 Ravensthorpe Ju,,,REDACTED DATA
45112,1900201573,39793.41,320295,REDACTED DATA,,H,,KR,100699,2036 Reinwood Junior,,,REDACTED DATA
45112,1900201574,1142.06,320300,REDACTED DATA,,H,,KR,100792,3034 Roberttown J&I,,,REDACTED DATA
45112,1900201575,13172,320303,REDACTED DATA,,H,,KR,100746,2120 Rowley Lane J I,,,REDACTED DATA
45112,1900201576,1367.05,320313,REDACTED DATA,,H,,KR,100776,3004 Savile Town I&N,,,REDACTED DATA
45112,1900201577,3586.8,320316,REDACTED DATA,,H,,KR,100717,2074 Scapegoat Hill,,,REDACTED DATA
45112,1900201578,10307.92,320318,REDACTED DATA,,H,,KR,100731,2091 Scholes J&I Sch,,,REDACTED DATA
45112,1900201579,12393.95,320317,REDACTED DATA,,H,,KR,100743,2114 Scholes Village,,,REDACTED DATA
45112,1900201580,1669.61,320324,REDACTED DATA,,H,,KR,100690,2014 Shaw Cross I&N,,,REDACTED DATA
45112,1900201581,21772.73,320328,REDACTED DATA,,H,,KR,100733,2095 Shepley First S,,,REDACTED DATA
45112,1900201582,2441.05,320337,REDACTED DATA,,H,,KR,100783,3016 Slaithwaite J&I,,,REDACTED DATA
45112,1900201583,15090.96,320338,REDACTED DATA,,H,,KR,100805,3314 South Crosland,,,REDACTED DATA
45112,1900201584,98218.62,320190,REDACTED DATA,,H,,KR,100861,7010 Southgate Schoo,,,REDACTED DATA
45112,1900201585,23718.94,320342,REDACTED DATA,,H,,KR,100696,2028 Spring Grove J,,,REDACTED DATA
45112,1900201586,17714.81,320352,REDACTED DATA,,H,,KR,100809,3323 St John's J&I S,,,REDACTED DATA
45112,1900201587,11594.61,320353,REDACTED DATA,,H,,KR,100775,3003 St John's Infan,,,REDACTED DATA
45112,1900201588,10870.2,320358,REDACTED DATA,,H,,KR,100807,3321 St Peter's J I,,,REDACTED DATA
45112,1900201589,69799.7,470201,St Thomas CE (VC) Primary,,H,,KR,100801,3049 St Thomas Prima,,,SEA Reimb 2023-24 P3 3049
45112,1900201590,48881.68,320374,REDACTED DATA,,H,,KR,100782,3015 Staincliffe Jun,,,REDACTED DATA
45112,1900201591,8296.7,320379,REDACTED DATA,,H,,KR,100777,3008 Thornhill Lees,,,REDACTED DATA
45112,1900201592,14599.08,320382,REDACTED DATA,,H,,KR,100789,3027 Thurstonland En,,,REDACTED DATA
45112,1900201593,30961.98,320406,REDACTED DATA,,H,,KR,100714,2068 Warwick Road J,,,REDACTED DATA
45112,1900201594,42085.04,320409,REDACTED DATA,,H,,KR,100719,2076 Wellhouse J&I S,,,REDACTED DATA
45112,1900201595,35036.86,320413,REDACTED DATA,,H,,KR,100692,2023 Westmoor Primar,,,REDACTED DATA
45112,1900201596,16228.23,320417,REDACTED DATA,,H,,KR,100826,3412 Whitechapel CE,,,REDACTED DATA
45112,1900201597,2782.74,320420,REDACTED DATA,,H,,KR,100720,2077 Wilberlee J&I S,,,REDACTED DATA
45112,1900201598,21005.65,320564,REDACTED DATA,,H,,KR,105357,2016 Windmill CE Pri,,,REDACTED DATA
45112,1900201599,182668.26,320176,REDACTED DATA,,H,,KR,100859,7001 Woodley School,,,REDACTED DATA
45112,1900201601,20000.5,320178,REDACTED DATA,,H,,KR,100845,4046 Holmfirth High,,,REDACTED DATA
45112,1900201602,11646.43,320236,REDACTED DATA,,H,,KR,100838,4009 Netherhall High,,,REDACTED DATA
45112,1900201603,13382.19,320256,REDACTED DATA,,H,,KR,100853,4801 North Huddersfi,,,REDACTED DATA
45112,1900201605,15027.45,320410,REDACTED DATA,,H,,KR,100847,4057 Westborough Hig,,,REDACTED DATA
45112,1900201609,550,207438,REDACTED DATA,,H,,KR,100050,Persons Abroad,,,REDACTED DATA
45113,1700022804,-540,341088,Aspire Kitchens & Interiors Ltd,12659166,S,,KG,104778,ZZ Balance Sheet,,,
45113,1900201329,12187.05,340756,Total Glass Ltd (In Administration),2465267,H,,KR,106992,,,,
45113,1900201620,6365,117307,Arrow Developments Ltd,12836814,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45113,1900201621,553.48,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A118 CPI back payment Sept - Apr
45113,1900201622,1660.44,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A119 CPI back payment Sept - Apr
45113,1900201623,1660.44,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A121 CPI back payment Sept - Apr
45113,1900201624,1549.47,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A122 CPI back payment Sept - Apr
45113,1900201625,1660.44,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A163 CPI back payment Sept - Apr
45113,1900201626,619.24,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A210 CPI back payment Sept - Apr
45113,1900201627,687.61,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A269 CPI back payment Sept - Apr
45113,1900201628,730.17,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A274 CPI back payment Sept - Apr
45113,1900201629,859.18,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A285 CPI back payment Sept - Apr
45113,1900201630,571.2,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A307 CPI back payment Sept - Apr
45113,1900201631,606.04,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A362 CPI back payment Sept - Apr
45113,1900201632,659.6,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A380 CPI back payment Sept - Apr
45113,1900201633,614.72,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A402 CPI back payment Sept - Apr
45113,1900201634,1745.55,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A409 CPI back payment Sept - Apr
45113,1900201635,561.56,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A415 CPI back payment Sept - Apr
45113,1900201643,674.15,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A455 CPI back payment Sept - Apr
45113,1900201644,605.01,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A525 CPI back payment Sept - Apr
45113,1900201645,666.93,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A554 CPI back payment Sept - Apr
45113,1900201646,637.84,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A559 CPI back payment Sept - Apr
45113,1900201647,1010.53,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A561 CPI back payment Sept - Apr
45113,1900201649,646.29,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A573 CPI back payment Sept - Apr
45113,1900201650,1438.5,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A118 CPI back payment Sept - Apr
45113,1900201651,1074.64,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A254 CPI back payment Sept - Apr
45113,1900201653,1123.12,420054,Mount Taxis,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Mount A345 CPI back payment Sept - Apr
45113,1900201654,1582.42,420053,Birkby and Town Cars,,H,,KR,103360,SPECIAL SCHOOL TRANS,,,Birkby A162 CPI back payment Sept - June
45113,1900201656,3368.57,206766,REDACTED DATA,,H,,KR,106868,,,,REDACTED DATA
45113,1900201657,2824.8,206766,REDACTED DATA,,H,,KR,105998,Fostering Placements,,,REDACTED DATA
45113,1900201658,1334,215564,REDACTED DATA,,H,,KR,100040,Assessment & Int Sth,,,REDACTED DATA
45113,5106339317,2573.28,116415,Team Telemarketing Limited,,H,3300284393,RE,107070,,,,
45114,1900201660,510.12,420054,Mount Taxis,,H,,KR,100040,Assessment & Int Sth,,,Mount S075 CPI back payment Sept - Mar
45114,1900201661,827,480117,Plexus Law LLP,,H,,KR,103868,Public Liability Gen,,,1264
45114,1900201662,735.96,218478,REDACTED DATA,,H,,KR,103868,Public Liability Gen,,,REDACTED DATA
45114,1900201668,550,219695,REDACTED DATA,,H,,KR,100069,Leaving Care 18-21 (,,,REDACTED DATA
45114,1900201670,2826,219693,REDACTED DATA,,H,,KR,100061,Fam & Friend Carer,,,REDACTED DATA
45114,1900201672,6331.6,113945,Dearnley Properties,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45114,1900201673,5330,117307,Arrow Developments Ltd,12836814,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45114,5106340008,70015,116197,Bramble Hub Limited,4136381,H,3300273017,RE,664499,HM19U01 - KNH; Repla,,,
45117,1700022760,-516.96,340567,Innercity Roofing Yorkshire Ltd,6178829,S,,KG,103376,Highways + Sewrs Wks,,,
45117,1700022812,-542.3,340360,Tim Watson Excavations,,S,,KG,104778,ZZ Balance Sheet,,,
45117,1900201674,5546.85,102789,Prism UK Medical Ltd,04992349,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201675,3200,203306,REDACTED DATA,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201676,7761,103345,Stone & Copley,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201677,6432,103345,Stone & Copley,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201678,3335,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201679,6210,117307,Arrow Developments Ltd,12836814,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201680,5244,103224,John Smith Plumber,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201681,948,103224,John Smith Plumber,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201682,3273.63,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201683,3285,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201684,3085,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201686,2727.27,102486,Northern Design Partnership,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201687,5923,103506,Closomat Ltd,02489536,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201688,3814.2,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201689,6214,113945,Dearnley Properties,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201690,3767,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201691,3399.63,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201692,2980,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201693,5575,103506,Closomat Ltd,02489536,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201704,595.7,217106,REDACTED DATA,,H,,KR,100292,Post-16 Transport,,,REDACTED DATA
45117,1900201714,521.66,500335,E.On Next Energy Limited,03782443,H,,KR,102607,BYRAM ARCADE,,,REDACTED PERSONAL DATA
45117,1900201723,658.44,500335,E.On Next Energy Limited,03782443,H,,KR,102607,BYRAM ARCADE,,,REDACTED PERSONAL DATA
45117,1900201726,10000,202700,REDACTED DATA,SC157899D,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201727,4296.63,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201728,2443.01,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201729,3756.99,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201730,6905,117307,Arrow Developments Ltd,12836814,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45117,1900201734,677.57,108071,REDACTED PERSONAL DATA,06903140,H,,KR,106977,,,,REDACTED PERSONAL DATA
45117,1900201736,197316.96,108071,REDACTED PERSONAL DATA,06903140,H,,KR,106977,,,,REDACTED PERSONAL DATA
45118,1900201737,3160,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45118,1900201744,910,330334,Beaumont Primary Academy,,H,,KR,107562,,,,78257360
45118,1900201746,980,320817,REDACTED DATA,,H,,KR,107562,,,,REDACTED DATA
45118,1900201749,1120,320885,REDACTED DATA,,H,,KR,107562,,,,REDACTED DATA
45118,1900201753,840,320772,REDACTED DATA,,H,,KR,107562,,,,REDACTED DATA
45118,1900201760,1260,320866,REDACTED DATA,,H,,KR,107562,,,,REDACTED DATA
45118,1900201763,630,320825,REDACTED DATA,,H,,KR,107562,,,,REDACTED DATA
45118,1900201769,630,330573,BMAT T/A Manorfield Infant & Nurser,,H,,KR,107562,,,,37031268
45118,1900201772,630,320218,REDACTED DATA,,H,,KR,107562,,,,REDACTED DATA
45118,1900201777,1330,320772,REDACTED DATA,,H,,KR,107562,,,,REDACTED DATA
45118,1900201786,1190,115762,Thornhill J & I School,,H,,KR,107562,,,,26236568
45118,1900201787,840,320677,REDACTED DATA,,H,,KR,107562,,,,REDACTED DATA
45118,1900201792,830.69,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103438,SL MAIN-FAULTS,,,NPG YD20409411 SL182 49535
45118,1900201793,830.69,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103445,SL MAINT-OBSOL SCHS,,,NPG YD20409413 SL182 49418
45118,1900201796,3347.8,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103445,SL MAINT-OBSOL SCHS,,,NPG YD20409419 SL182 49420
45118,1900201799,830.69,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103386,LGHTNG ACC DAM(51AC),,,NPG YD20409427 SL182 49541
45118,1900201800,670.94,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103385,LGHTNG EXTRWKS(57AC),,,NPG YD20409431 SL182 49421
45118,1900201801,708.93,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103438,SL MAIN-FAULTS,,,NPG YD20409432 SL182 48540
45118,1900201802,845.85,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103438,SL MAIN-FAULTS,,,NPG YD20409433 SL182 49422
45118,1900201803,562.71,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103438,SL MAIN-FAULTS,,,NPG YD20409409 SL181 47920
