Payment Date,Transaction Number,Amount Excluding VAT,Vendor Number,Vendor Name,Company Number,Debit/Credit Indicator,PO Number,Document Type,Cost Centre,Cost Centre Description,Proclass Code,Proclass Description,Purpose of Spend
45264,1900205753,640.47,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103386,LGHTNG ACC DAM(51AC),,,NPG YD20416308 SL194 50203
45264,1900205754,640.47,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103445,SL MAINT-OBSOL SCHS,,,NPG YD20416309 SL194 50169
45264,1900205755,24574.3,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,666106,,,,NPG YD20414421 SL194 49939
45264,1900205756,1418.29,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,666106,,,,NPG YD20416300 SL194 49939
45264,1900205757,508.85,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103386,LGHTNG ACC DAM(51AC),,,NPG YD20416971 SL194 50364
45264,1900205758,1630.58,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103440,SL MAINT-ACCIDNT DAM,,,NPG YD20416942 SL194 377839
45264,1900205759,4884.07,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,666075,,,,NPG YD20416299 SL194 49466
45264,1900205760,10867.56,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,666082,,,,NPG YD20416310 SL194 50153
45264,1900205761,31077.92,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,666013,,,,NPG YD20416311 SL194 50279
45264,1900205762,845.85,500073,Northern Powergrid (Yorks) Plc (YED,04112320,H,,KR,103385,LGHTNG EXTRWKS(57AC),,,NPG YD20416303 SL194 50200
45264,1900205764,2916.67,500380,British gas Trading Limited,07385984,H,,KR,665985,,,,Queensgate MK removal 22 Meters
45264,1900205766,117453,320772,REDACTED DATA,,H,,KR,106678,,,,REDACTED DATA
45264,1900205767,7432,113579,Ability Wet Rooms Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45264,1900205768,5514,113318,Harrison Property Solutions Ltd,07606873,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45264,1900205769,1200,103345,Stone & Copley,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45264,1900205770,6542.67,100918,D. Croft & Son Ltd,04662342,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45264,1900205771,5370,100032,1St Ability Ltd,06853960,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45264,1900205772,5000,115797,REDACTED PERSONAL DATA,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45264,1900205773,4345,103224,John Smith Plumber,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45264,1900205775,5900,103345,Stone & Copley,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45264,1900205777,155647,320178,REDACTED DATA,,H,,KR,100845,4046 Holmfirth High,,,REDACTED DATA
45264,1900205778,129660,320236,REDACTED DATA,,H,,KR,100838,4009 Netherhall High,,,REDACTED DATA
45264,1900205779,221691,320256,REDACTED DATA,,H,,KR,100853,4801 North Huddersfi,,,REDACTED DATA
45264,1900205781,45083,320410,REDACTED DATA,,H,,KR,100847,4057 Westborough Hig,,,REDACTED DATA
45264,1900205782,22790.07,320009,REDACTED DATA,,H,,KR,100797,3045 All Hallows' CE,,,REDACTED DATA
45264,1900205783,42718.79,320011,REDACTED DATA,,H,,KR,100703,2043 Ashbrow School,,,REDACTED DATA
45264,1900205784,28416.85,320017,REDACTED DATA,,H,,KR,100806,3320 Batley Parish J,,,REDACTED DATA
45264,1900205785,14922.55,410008,Battyeford CE (VC) Primary School,,H,,KR,100798,3046 Battyeford Prim,,,SEA Reimb 2023-24 P8 3046
45264,1900205786,21140.56,320028,REDACTED DATA,,H,,KR,100686,2006 Birkby I&N Scho,,,REDACTED DATA
45264,1900205787,93756.13,320031,REDACTED DATA,,H,,KR,100702,2041 Birkby Junior S,,,REDACTED DATA
45264,1900205788,28382.33,320030,REDACTED DATA,,H,,KR,100800,3048 Birkenshaw Prim,,,REDACTED DATA
45264,1900205789,6979.3,320044,REDACTED DATA,,H,,KR,100785,3021 Brockholes J&I,,,REDACTED DATA
45264,1900205790,80068.16,320053,REDACTED DATA,,H,,KR,100778,3009 Bywell Junior S,,,REDACTED DATA
45264,1900205791,55144.37,320056,REDACTED DATA,,H,,KR,100685,2005 Carlton J&I Sch,,,REDACTED DATA
45264,1900205792,20025.54,320074,REDACTED DATA,,H,,KR,100715,2069 Clough Head J&I,,,REDACTED DATA
45264,1900205793,25779.32,410050,Crossley Fields J & I School,,H,,KR,100766,2152 Crossley Fields,,,SEA Reimb 2023-24 P8 2152
45264,1900205794,16800.35,410051,Crow Lane J I & N School,,H,,KR,100701,2038 Crow Lane J I &,,,SEA Reimb 2023-24 P8 2038
45264,1900205795,9753.24,320084,REDACTED DATA,,H,,KR,100796,3041 Crowlees J&I Sc,,,REDACTED DATA
45264,1900205796,13613.9,320086,REDACTED DATA,,H,,KR,100811,3325 Cumberworth Fir,,,REDACTED DATA
45264,1900205797,27167.88,320088,REDACTED DATA,,H,,KR,100771,2157 Dalton School,,,REDACTED DATA
45264,1900205798,2282.93,410053,Denby Ce (A) First School,,H,,KR,100812,3326 Denby First Sch,,,SEA Reimb 2023-24 P8 3326
45264,1900205799,3276.72,320119,REDACTED DATA,,H,,KR,100757,2139 Denby Dale Firs,,,REDACTED DATA
45264,1900205800,10128.08,410056,Earlsheaton Infant School,,H,,KR,100689,2013 Earlsheaton Inf,,,SEA Reimb 2023-24 P8 2013
45264,1900205801,19847.49,410057,East Bierley CE (VC) Primary School,,H,,KR,100791,3032 East Bierley Pr,,,SEA Reimb 2023-24 P8 3032
45264,1900205802,25796.78,320099,REDACTED DATA,,H,,KR,100687,2007 Eastborough J I,,,REDACTED DATA
45264,1900205803,8567.55,320104,REDACTED DATA,,H,,KR,100723,2081 Emley First Sch,,,REDACTED DATA
45264,1900205804,27354.17,320105,REDACTED DATA,,H,,KR,100862,7011 Fairfield Schoo,,,REDACTED DATA
45264,1900205805,1993.13,320106,REDACTED DATA,,H,,KR,100793,3036 Farnley Tyas Fi,,,REDACTED DATA
45264,1900205806,10328.84,320115,REDACTED DATA,,H,,KR,100706,2056 Fixby J&I Schoo,,,REDACTED DATA
45264,1900205807,16379.69,410066,Flatts Nursery School,,H,,KR,100679,1005 Flatts Nursery,,,SEA Reimb 2023-24 P8 1005
45264,1900205808,11492.15,410067,Flockton CE (VC) First School,,H,,KR,100786,3022 Flockton First,,,SEA Reimb 2023-24 P8 3022
45264,1900205809,38918.82,320122,REDACTED DATA,,H,,KR,100736,2099 Gomersal Primar,,,REDACTED DATA
45264,1900205810,12891.88,320123,REDACTED DATA,,H,,KR,100817,3332 Gomersal St Mar,,,REDACTED DATA
45264,1900205811,9595,320403,REDACTED DATA,,H,,KR,100734,2096 Grange Moor Pri,,,REDACTED DATA
45264,1900205812,13193.9,320130,REDACTED DATA,,H,,KR,100726,2086 Hade Edge J&I S,,,REDACTED DATA
45264,1900205813,6407.59,320134,REDACTED DATA,,H,,KR,100781,3014 Hanging Heaton,,,REDACTED DATA
45264,1900205814,8435.38,320136,REDACTED DATA,,H,,KR,100737,2100 Hartshead J&I S,,,REDACTED DATA
45264,1900205815,60485.75,320153,REDACTED DATA,,H,,KR,100779,3010 Headfield Junio,,,REDACTED DATA
45264,1900205816,42642.02,320466,REDACTED DATA,,H,,KR,100768,2154 Heckmondwike Pr,,,REDACTED DATA
45264,1900205817,6300.93,320159,REDACTED DATA,,H,,KR,100727,2087 Hepworth J&I Sc,,,REDACTED DATA
45264,1900205818,5919.03,320167,REDACTED DATA,,H,,KR,100739,2102 Hightown JI&N S,,,REDACTED DATA
45264,1900205819,10270.02,320182,REDACTED DATA,,H,,KR,100729,2089 Holme J&I Schoo,,,REDACTED DATA
45264,1900205820,20868.3,320179,REDACTED DATA,,H,,KR,100725,2085 Holmfirth J I &,,,REDACTED DATA
45264,1900205821,38003.93,320710,REDACTED DATA,,H,,KR,106186,2050 Honley EC (VC),,,REDACTED DATA
45264,1900205822,2214.08,320196,REDACTED DATA,,H,,KR,100735,2097 Hopton Primary,,,REDACTED DATA
45264,1900205823,6283.07,320201,REDACTED DATA,,H,,KR,100741,2108 Howard Park Com,,,REDACTED DATA
45264,1900205824,29064.69,320211,REDACTED DATA,,H,,KR,100751,2129 Hyrstmount Juni,,,REDACTED DATA
45264,1900205825,14538.18,320246,REDACTED DATA,,H,,KR,100815,3329 Kirkburton Firs,,,REDACTED DATA
45264,1900205827,31613.72,320162,REDACTED DATA,,H,,KR,100762,2148 Linthwaite Clou,,,REDACTED DATA
45264,1900205828,9994.88,320166,REDACTED DATA,,H,,KR,100740,2103 Littletown J I,,,REDACTED DATA
45264,1900205829,31938.8,320183,REDACTED DATA,,H,,KR,100772,3000 Lowerhouses J I,,,REDACTED DATA
45264,1900205831,12874.86,320208,REDACTED DATA,,H,,KR,100716,2073 Marsden I&N Sch,,,REDACTED DATA
45264,1900205832,31664.45,320214,REDACTED DATA,,H,,KR,100790,3028 Meltham Primary,,,REDACTED DATA
45264,1900205833,14441.26,320217,REDACTED DATA,,H,,KR,100711,2065 Mill Lane Prima,,,REDACTED DATA
45264,1900205834,64120.69,320222,REDACTED DATA,,H,,KR,100760,2145 Moldgreen Commu,,,REDACTED DATA
45264,1900205835,52202.63,320223,REDACTED DATA,,H,,KR,100824,3410 Moorlands Prima,,,REDACTED DATA
45264,1900205836,40085.24,320292,REDACTED DATA,,H,,KR,100698,2035 Rawthorpe Junio,,,REDACTED DATA
45264,1900205837,36154.71,320940,REDACTED DATA,,H,,KR,100774,3002 Rawthorpe St Ja,,,REDACTED DATA
45264,1900205838,11752.8,320233,REDACTED DATA,,H,,KR,100730,2090 Netherthong Pri,,,REDACTED DATA
45264,1900205839,48992.03,320237,REDACTED DATA,,H,,KR,100705,2045 Newsome Junior,,,REDACTED DATA
45264,1900205840,17485.07,320251,REDACTED DATA,,H,,KR,100718,2075 Nields J I & N,,,REDACTED DATA
45264,1900205841,19911.26,320258,REDACTED DATA,,H,,KR,100754,2135 Norristhorpe J&,,,REDACTED DATA
45264,1900205842,56637.98,320676,REDACTED DATA,,H,,KR,106055,2032 Oak C of E Prim,,,REDACTED DATA
45264,1900205843,28685.97,320277,REDACTED DATA,,H,,KR,100694,2025 Paddock J I & N,,,REDACTED DATA
45264,1900205844,17103.28,320278,REDACTED DATA,,H,,KR,100712,2066 Park Road J I &,,,REDACTED DATA
45264,1900205845,22705.79,320279,REDACTED DATA,,H,,KR,100759,2144 Pentland I&N Sc,,,REDACTED DATA
45264,1900205846,18379.99,320468,REDACTED DATA,,H,,KR,100713,2067 Purlwell I&N Sc,,,REDACTED DATA
45264,1900205847,29115.15,320289,REDACTED DATA,,H,,KR,100860,7005 Ravenshall Scho,,,REDACTED DATA
45264,1900205848,41008.11,320290,REDACTED DATA,,H,,KR,100773,3001 Ravensthorpe Ju,,,REDACTED DATA
45264,1900205849,62194.38,320295,REDACTED DATA,,H,,KR,100699,2036 Reinwood Junior,,,REDACTED DATA
45264,1900205850,2107.65,320296,REDACTED DATA,,H,,KR,100700,2037 Reinwood I&N Sc,,,REDACTED DATA
45264,1900205851,16124.53,320303,REDACTED DATA,,H,,KR,100746,2120 Rowley Lane J I,,,REDACTED DATA
45264,1900205852,4467.3,320313,REDACTED DATA,,H,,KR,100776,3004 Savile Town I&N,,,REDACTED DATA
45264,1900205854,25025.35,320318,REDACTED DATA,,H,,KR,100731,2091 Scholes J&I Sch,,,REDACTED DATA
45264,1900205855,15251.3,320317,REDACTED DATA,,H,,KR,100743,2114 Scholes Village,,,REDACTED DATA
45264,1900205856,25271.67,320324,REDACTED DATA,,H,,KR,100690,2014 Shaw Cross I&N,,,REDACTED DATA
45264,1900205857,4053.6,320328,REDACTED DATA,,H,,KR,100733,2095 Shepley First S,,,REDACTED DATA
45264,1900205858,47298.99,320337,REDACTED DATA,,H,,KR,100783,3016 Slaithwaite J&I,,,REDACTED DATA
45264,1900205859,12000.59,320338,REDACTED DATA,,H,,KR,100805,3314 South Crosland,,,REDACTED DATA
45264,1900205860,142961.22,320190,REDACTED DATA,,H,,KR,100861,7010 Southgate Schoo,,,REDACTED DATA
45264,1900205861,21943.98,320342,REDACTED DATA,,H,,KR,100696,2028 Spring Grove J,,,REDACTED DATA
45264,1900205862,6300.9,320352,REDACTED DATA,,H,,KR,100809,3323 St John's J&I S,,,REDACTED DATA
45264,1900205863,7167.5,320353,REDACTED DATA,,H,,KR,100775,3003 St John's Infan,,,REDACTED DATA
45264,1900205864,21918.66,320358,REDACTED DATA,,H,,KR,100807,3321 St Peter's J I,,,REDACTED DATA
45264,1900205865,32561.74,470201,St Thomas CE (VC) Primary,,H,,KR,100801,3049 St Thomas Prima,,,SEA Reimb 2023-24 P8 3049
45264,1900205866,24876.69,320374,REDACTED DATA,,H,,KR,100782,3015 Staincliffe Jun,,,REDACTED DATA
45264,1900205867,7605.55,320379,REDACTED DATA,,H,,KR,100777,3008 Thornhill Lees,,,REDACTED DATA
45264,1900205868,7423.11,320382,REDACTED DATA,,H,,KR,100789,3027 Thurstonland En,,,REDACTED DATA
45264,1900205869,7062.27,320402,REDACTED DATA,,H,,KR,100749,2125 Upperthong J&I,,,REDACTED DATA
45264,1900205870,30965.03,320406,REDACTED DATA,,H,,KR,100714,2068 Warwick Road J,,,REDACTED DATA
45264,1900205871,38190.33,320409,REDACTED DATA,,H,,KR,100719,2076 Wellhouse J&I S,,,REDACTED DATA
45264,1900205872,73212.18,320413,REDACTED DATA,,H,,KR,100692,2023 Westmoor Primar,,,REDACTED DATA
45264,1900205873,22491.96,320417,REDACTED DATA,,H,,KR,100826,3412 Whitechapel CE,,,REDACTED DATA
45264,1900205874,5782.64,320420,REDACTED DATA,,H,,KR,100720,2077 Wilberlee J&I S,,,REDACTED DATA
45264,1900205875,24259.35,320564,REDACTED DATA,,H,,KR,105357,2016 Windmill CE Pri,,,REDACTED DATA
45264,1900205876,137134.44,320176,REDACTED DATA,,H,,KR,100859,7001 Woodley School,,,REDACTED DATA
45264,1900205878,22536.27,320178,REDACTED DATA,,H,,KR,100845,4046 Holmfirth High,,,REDACTED DATA
45264,1900205879,12017.97,320236,REDACTED DATA,,H,,KR,100838,4009 Netherhall High,,,REDACTED DATA
45264,1900205880,21031.74,320256,REDACTED DATA,,H,,KR,100853,4801 North Huddersfi,,,REDACTED DATA
45264,1900205882,9417.24,320410,REDACTED DATA,,H,,KR,100847,4057 Westborough Hig,,,REDACTED DATA
45264,5106368333,1044744.91,103190,SUEZ Recycling and Rcovery UK Ltd (,02291198,H,,RE,664777,,,,Waste Disposal Contract EFW Maintenance
45264,5700141800,500,6142282,REDACTED PERSONAL DATA,,H,,XD,,,,,
45265,1900205885,1402.55,108071,REDACTED PERSONAL DATA,06903140,H,,KR,106167,MH Comm Team E2 NK,,,REDACTED PERSONAL DATA
45265,1900205886,152170.53,108071,REDACTED PERSONAL DATA,06903140,H,,KR,104080,MOORLANDS GRANGE,,,REDACTED PERSONAL DATA
45265,1900205894,5445,204505,REDACTED DATA,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45265,1900205895,11540,103345,Stone & Copley,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45265,1900205896,6940,102007,P & S McGowan Builders Ltd,04847147,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45265,1900205897,5895,102243,J P K Plumbing & Heating Ltd,07065381,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45266,1700023016,-10333.34,103390,Switch2 Energy Solutions Ltd,02409803,S,,KG,107016,,,,
45266,1900205917,1553.73,430023,REDACTED DATA,NF000315,H,,KR,100089,Disabled Children Se,,,REDACTED DATA
45266,1900205918,1553.73,430023,REDACTED DATA,NF000315,H,,KR,100089,Disabled Children Se,,,REDACTED DATA
45266,1900205925,39500,440575,Kirklees CA Ltd,13903152,H,,KR,107290,,,,Kirklees CA Ltd
45266,1900205926,14000,118280,White Rose House Care Home Limited,,H,,KR,107290,,,,White Rose Care Home Ltd
45266,1900205927,7000,116837,Willow Wood Care Ltd,,H,,KR,107290,,,,Willow Wood Care Ltd
45267,101511998,1044.23,110977,Huddersfield African Caribbean Cult,,H,,SA,100001,Bank accounts,,,2003577255
45267,1700023675,1044.23,109255,Methodist Homes Nursing and Residen,,H,,KA,,,,,
45267,1700023676,522.11,109255,Methodist Homes Nursing and Residen,,H,,KA,,,,,
45267,1900206061,990,340279,Redspeed International Ltd,05152563,H,,KR,103467,SPEED CAMERA MAINTCE,,,Redspeed International Ltd VAL 107
45267,1900206062,42999.15,340225,Kiely Bros Ltd,03487871,H,,KR,664299,Surface Dressing,,,Kiely Bros Ltd VAL 5 & 6
45267,1900206063,9452.01,340225,Kiely Bros Ltd,03487871,H,,KR,103411,GM-RETENTIONS,,,Kiely Bros Ltd VAL 5 & 6
45267,1900206065,9590,204505,REDACTED DATA,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45267,1900206066,3758.56,102789,Prism UK Medical Ltd,04992349,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45267,1900206067,6861.9,103471,TK Access Solutions Ltd,1166449,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45267,1900206068,3920.1,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45267,1900206069,8259.84,113945,Dearnley Properties,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45267,1900206071,4373.4,103471,TK Access Solutions Ltd,1166449,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45267,1900206072,6669,100032,1St Ability Ltd,06853960,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45267,1900206073,6569.23,340028,B&K Passmore Ltd,04164081,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45268,1900206075,1084,480154,Weightmans Llp,01386672,H,,KR,103868,Public Liability Gen,,,40
45268,1900206076,36000,220004,REDACTED DATA,,H,,KR,103867,Publ Liability Hways,,,REDACTED DATA
45268,1900206077,1209,480154,Weightmans Llp,01386672,H,,KR,103866,Employers Liability,,,1457
45268,1900206080,700,208180,REDACTED DATA,,H,,KR,105998,Fostering Placements,,,REDACTED DATA
45268,1900206081,1470,116721,Padtonight Ltd,,H,,KR,107069,,,,Alpha Loft on behalf Housing
45268,1900206085,3315,118219,Khans Cabs Ltd,14007226,H,,KR,100068,LAC 0-18 Team,,,Khans Cabs (K227822) - one off
45268,1900206087,513,219048,REDACTED DATA,,H,,KR,100068,LAC 0-18 Team,,,REDACTED DATA
45268,1900206091,960,340056,Brighouse Flooring Company Ltd,03642159,H,,KR,106980,,,,
45271,1700023694,-774.2,340360,Tim Watson Excavations,,S,,KG,104778,ZZ Balance Sheet,,,
45271,1900206094,6504,113579,Ability Wet Rooms Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45271,1900206095,13368.55,100918,D. Croft & Son Ltd,04662342,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45271,1900206096,1650,117307,Arrow Developments Ltd,12836814,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45271,1900206097,6397,113579,Ability Wet Rooms Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45271,1900206098,6290,117307,Arrow Developments Ltd,12836814,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45271,1900206099,5545,103345,Stone & Copley,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45271,1900206100,5540,103278,Spen Building Services Ltd,05308290,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45271,1900206101,4331,103471,TK Access Solutions Ltd,1166449,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45271,1900206103,1180,340056,Brighouse Flooring Company Ltd,03642159,H,,KR,106980,,,,
45271,1900206105,1060,340056,Brighouse Flooring Company Ltd,03642159,H,,KR,106979,,,,
45271,1900206106,17600,320019,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206107,14000,320018,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206108,9300,320034,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206109,11350,330334,Beaumont Primary Academy,,H,,KR,107564,,,,78257360
45271,1900206111,3000,320805,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206112,11350,320817,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206113,4000,320836,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206115,5750,320862,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206116,13500,320885,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206117,2100,330344,Castle Hill School (A),,H,,KR,107564,,,,80019060
45271,1900206118,6400,320068,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206119,17500,320586,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206120,4550,320835,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206121,4200,510093,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206122,600,320772,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206123,800,320772,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206124,800,330471,Field Lane J I & N Academy,,H,,KR,107564,,,,33073360
45271,1900206125,4700,320638,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206126,7050,330420,Healey J I & N Academy,,H,,KR,107564,,,,31623060
45271,1900206127,4450,320626,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206128,4900,320156,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206129,1500,330440,Helme Church of England Academy,,H,,KR,107564,,,,66683968
45271,1900206130,5650,320866,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206131,7800,320173,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206133,1900,330553,BPSCAT T/A Holy Spirit Heckmondwike,,H,,KR,107564,,,,36360168
45271,1900206134,13200,320825,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206135,2200,320685,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206136,1000,330575,Learning Accord MAT T/a Kayes First,,H,,KR,107564,,,,72804068
45271,1900206137,3450,330360,The Mast Academy Trust T/A Scissett,,H,,KR,107564,,,,81646968
45271,1900206138,2050,320917,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206139,1650,320850,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206140,1000,320587,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206141,3950,105421,Lindley Junior Academy,,H,,KR,107564,,,,65177087
45271,1900206142,19400,510138,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206143,1450,330573,BMAT T/A Manorfield Infant & Nurser,,H,,KR,107564,,,,37031268
45271,1900206144,2800,320827,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206145,6650,320218,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206146,23050,320581,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206147,20900,320236,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206148,900,320826,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206149,700,320830,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206150,1750,320861,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206151,16450,320905,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206152,2750,320860,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206153,12450,320670,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206154,3550,330557,BPSCAT T/A Our Lady Of Lourdes Hudd,,H,,KR,107564,,,,35856360
45271,1900206155,4950,320469,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206156,1500,111981,Pivot Educational Consultancy Limit,,H,,KR,107564,,,,13105326
45271,1900206157,950,320772,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206158,25450,320811,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206159,15150,320309,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206160,1750,330605,The Mast Academy T/A Scholes J & I,,H,,KR,107564,,,,10456168
45271,1900206161,900,330340,Scissett C of E Academy,,H,,KR,107564,,,,63651660
45271,1900206162,3700,330360,The Mast Academy Trust T/A Scissett,,H,,KR,107564,,,,81646968
45271,1900206163,8100,320332,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206165,1000,330343,Skelmanthorpe Academy,,H,,KR,107564,,,,63655460
45271,1900206166,600,330341,St Aidans CE Academy,,H,,KR,107564,,,,63649460
45271,1900206167,19700,320775,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206168,3450,320921,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
45271,1900206169,2650,330563,BPSCAT T/A St Joseph’s Huddersfield,,H,,KR,107564,,,,86657862
45271,1900206170,5050,330567,BPSCAT T/A St Mary’s,,H,,KR,107564,,,,36760668
45271,1900206171,2800,330558,BPSCAT T/A St Patrick's Hudds,,H,,KR,107564,,,,35855960
45271,1900206172,1150,330554,BPSCAT T/A St Patricks Birstall,,H,,KR,107564,,,,36361260
45271,1900206173,14750,320220,REDACTED DATA,,H,,KR,107564,,,,REDACTED DATA
