Invoice Date,Transaction Number,Invoice Number,Amount,Supplier Number(T),Supplier Number,VAT Registration Number,Text,Expense Area(T),Expense Code,Expense Code(T),Expense Type(T)
01/09/2022,60069305,INV-1316,4950,The Place,RC301153,,Family Support Services,R4400,Professional Fees,,
13/09/2022,3761906,Cottesmore September 2022 dripfeed - High Needs Block Allocation,1981.1,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761910,Empingham September 2022 - High Needs Block Allocation,769.27,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761911,1 September 2022 dripfeed - In County Adjustment,3436.6,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R5022,TPP - Schools & Colleges,,
13/09/2022,3761914,Exton September 2022 - High Needs Block Allocation,769.27,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761915,2 September 2022 dripfeed - In County Adjustment,497.67,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R5022,TPP - Schools & Colleges,,
13/09/2022,3761916,Gt Cast September 2022 dripfeed - High Needs Block Allocation,1937.41,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761917,3 September 2022 dripfeed - In County Adjustment,166.53,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R5022,TPP - Schools & Colleges,,
13/09/2022,3761919,Ketton September 2022 - High Needs Block allocation,1254.73,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761920,Langham September 2022 - High Needs Block Allocation,558.76,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761945,St Nicholas September 2022 - High Needs Block Allocation,1441.21,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761946,1 September 2022 dripfeed - Element 3 top up funding - no EHCP,6873.2,The Rutland Learning Trust,RC300895,,Education Otherwise,R5022,TPP - Schools & Colleges,,
13/09/2022,3761947,Upp Primary September 2022 - High Needs Block Allocation,1262.12,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761948,2 September 2022 dripfeed - Element 3 top up funding - no EHCP,8254.45,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R5022,TPP - Schools & Colleges,,
13/09/2022,3761949,Whissendine September 2022 - High Needs Block Allocation,1489.28,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761950,3 September 2022 dripfeed - Element 3 top up funding - no EHCP,1004.6,The Rutland Learning Trust,RC300895,,Education Otherwise,R5022,TPP - Schools & Colleges,,
01/09/2022,3761587,Redacted Personal Data,120,Redacted Personal Data,RC507391,,Placements,R5017,TPP - Other,,
08/09/2022,3761776,Redacted Personal Data,120,Redacted Personal Data,RC507391,,Placements,R5017,TPP - Other,,
15/09/2022,3762076,Redacted Personal Data,120,Redacted Personal Data,RC507391,,Placements,R5017,TPP - Other,,
22/09/2022,3762196,Redacted Personal Data,120,Redacted Personal Data,RC507391,,Placements,R5017,TPP - Other,,
29/09/2022,3762408,Redacted Personal Data,120,Redacted Personal Data,RC507391,,Placements,R5017,TPP - Other,,
01/09/2022,60068539,CCTV JUNE 2022,223.78,Thomas Wilson Architects,RC504066,114 6983 59,CCTV,R2100,Electricity,,
,60068613,6063341,4183.27,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges,,
07/09/2022,60068869,6074952,4750.12,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges,,
07/09/2022,60068891,6074954,-304.08,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges,,
14/09/2022,60069176,6086517,3631.16,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges,,
21/09/2022,60069357,6096867,3672.52,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges,,
23/09/2022,60069387,6102640,-325.72,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges,,
27/09/2022,60069486,6107986,-325.72,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges,,
28/09/2022,60069562,6109119,5356.09,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges,,
01/09/2022,3761564,Redacted Personal Data,145,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
01/09/2022,3761565,Redacted Personal Data,165,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
01/09/2022,3761579,Redacted Personal Data,124.74,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
01/09/2022,3761580,Redacted Personal Data,93.56,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
08/09/2022,3761753,Redacted Personal Data,145,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
08/09/2022,3761754,Redacted Personal Data,165,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
08/09/2022,3761768,Redacted Personal Data,124.74,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
08/09/2022,3761769,Redacted Personal Data,93.56,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
15/09/2022,3762053,Redacted Personal Data,145,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
15/09/2022,3762054,Redacted Personal Data,165,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
15/09/2022,3762068,Redacted Personal Data,124.74,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
15/09/2022,3762069,Redacted Personal Data,93.56,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
22/09/2022,3762127,Redacted Personal Data,40.98,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
22/09/2022,3762173,Redacted Personal Data,145,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
22/09/2022,3762174,Redacted Personal Data,165,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
22/09/2022,3762188,Redacted Personal Data,124.74,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
22/09/2022,3762189,Redacted Personal Data,93.56,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
29/09/2022,3762384,Redacted Personal Data,145,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
29/09/2022,3762385,Redacted Personal Data,165,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
29/09/2022,3762400,Redacted Personal Data,124.74,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
29/09/2022,3762401,Redacted Personal Data,93.56,Redacted Personal Data,RC302008,,Placements,R5017,TPP - Other,,
05/09/2022,3761882,45925/84,1116,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
05/09/2022,3761883,45925/85,1116,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
05/09/2022,3761884,45925/86,1216,Tixover House Care Home,RC502297,,Physical Disability,R5034,TPP - Nursing Care,,
05/09/2022,3761885,45925/87,1116,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
05/09/2022,3761886,45925/88,1428.57,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
05/09/2022,3761887,45925/89,2160,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
05/09/2022,3761888,45925/90,1116,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762308,46119/90,2232,Tixover House Care Home,RC502297,,ASC P&S Respite OP,R5018,TPP - Respite,,
21/09/2022,3762309,46119/91,1116,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762310,46119/92,1116,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762311,46119/93,1216,Tixover House Care Home,RC502297,,Physical Disability,R5034,TPP - Nursing Care,,
21/09/2022,3762312,46119/94,1116,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762313,46119/95,2160,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762314,46119/96,1116,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care,,
,60069407,343026131,3214.29,Tixover House Care Home,RC502297,,Interim Beds (CCG),R5028,TPP - Residental Care,,
,60069408,343026220,2500,Tixover House Care Home,RC502297,,Interim Beds (CCG),R5028,TPP - Residental Care,,
,60069409,343026237,2500,Tixover House Care Home,RC502297,,Interim Beds (CCG),R5028,TPP - Residental Care,,
01/09/2022,60068826,CW018RCC,16164.02,TLC Youth Care Ltd,RC301746,,Placements,R5017,TPP - Other,,
05/09/2022,3761889,45909/91,1182.36,TML Care Solutions Ltd,RC300982,,ASC S&R Homecare MH,R5029,TPP - Home Care,,
05/09/2022,3761890,45909/92,575.92,TML Care Solutions Ltd,RC300982,,ASC S&R Homecare MH,R5029,TPP - Home Care,,
21/09/2022,3762315,46152/97,940.55,TML Care Solutions Ltd,RC300982,,ASC S&R Homecare MH,R5029,TPP - Home Care,,
21/09/2022,3762316,46152/98,484.45,TML Care Solutions Ltd,RC300982,,ASC S&R Homecare MH,R5029,TPP - Home Care,,
12/09/2022,60069102,Visions Children?s Centre ? September 12th and 13th sessions,100,Toddle Talk With Sarah,RC300426,,Children's Centres - Revenue,R4401,Fees and Charges,,
27/09/2022,60069485,SESSIONS - SEPT 2022,150,Toddle Talk With Sarah,RC300426,,Children's Centres - Revenue,R4401,Fees and Charges,,
01/09/2022,3761546,Redacted Personal Data,50,Redacted Personal Data,RC508609,,Care Leavers,R6292,Section 24 Payments,,
01/09/2022,3761547,Redacted Personal Data,25,Redacted Personal Data,RC508609,,Care Leavers,R6292,Section 24 Payments,,
29/09/2022,3762361,Redacted Personal Data,50,Redacted Personal Data,RC508609,,Care Leavers,R6292,Section 24 Payments,,
29/09/2022,3762362,Redacted Personal Data,25,Redacted Personal Data,RC508609,,Care Leavers,R6292,Section 24 Payments,,
01/09/2022,60068535,17701,560,Topps Express Limited,RC501196,996 3909 51,Adult Social Services Transport,R3207,Transport Contract,,
02/09/2022,60068785,17712,4375,Topps Express Limited,RC501196,996 3909 51,SEN Transport,R3207,Transport Contract,,
21/09/2022,60069364,17739,700,Topps Express Limited,RC501196,996 3909 51,Adult Social Services Transport,R3207,Transport Contract,,
01/09/2022,60068751,325-5002209,11599.03,Total Community Care Ltd,RC502302,,ASC S&R Homecare PD,R5029,TPP - Home Care,,
01/09/2022,60068752,325-5002210,10647.84,Total Community Care Ltd,RC502302,,ASC S&R Homecare PD,R5029,TPP - Home Care,,
06/09/2022,60068844,45707,95,Total Environmental Compliance LTD,RC302072,669613888,Property Services Rechargeable Works,R2003,R & M - Emergency Works,,
15/09/2022,60069264,45796,275,Total Environmental Compliance LTD,RC302072,669613888,Oakham Enterprise Park Service Chargeable Expenditure,R2003,R & M - Emergency Works,,
21/09/2022,60069348,45847,675,Total Environmental Compliance LTD,RC302072,669613888,Oakham Enterprise Park Service Chargeable Expenditure,R2003,R & M - Emergency Works,,
21/09/2022,60069349,45848,390,Total Environmental Compliance LTD,RC302072,669613888,Oakham Enterprise Park Service Chargeable Expenditure,R2003,R & M - Emergency Works,,
22/09/2022,60069377,45859,105,Total Environmental Compliance LTD,RC302072,669613888,Central Maintenance,R2003,R & M - Emergency Works,,
22/09/2022,60069378,45860,350,Total Environmental Compliance LTD,RC302072,669613888,Oakham Enterprise Park Service Chargeable Expenditure,R2003,R & M - Emergency Works,,
27/09/2022,60069520,45916,225,Total Environmental Compliance LTD,RC302072,669613888,Ashwell Road Business Units,R2003,R & M - Emergency Works,,
27/09/2022,60069521,45917,115,Total Environmental Compliance LTD,RC302072,669613888,Central Maintenance,R2003,R & M - Emergency Works,,
27/09/2022,60069522,45918,195,Total Environmental Compliance LTD,RC302072,669613888,Central Maintenance,R2003,R & M - Emergency Works,,
11/09/2022,60068979,3004597948 - 11/9/22,144.59,TotalEnergies,RC507575,689638949,Ashwell Road Business Units,R2100,Electricity,,
11/09/2022,60068980,3004597959 - 11/9/22,90.88,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
11/09/2022,60068981,3004597960 - 11/9/22,61.55,TotalEnergies,RC507575,689638949,Oakham Bus Station,R2100,Electricity,,
11/09/2022,60068982,3004597970 - 11/9/22,135.77,TotalEnergies,RC507575,689638949,Early Intervention Youth Services,R2100,Electricity,,
11/09/2022,60068983,3004600049 - 11/9/22,321.22,TotalEnergies,RC507575,689638949,Museums Service,R2100,Electricity,,
11/09/2022,60068984,3004600050 - 11/9/22,51.21,TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity,,
11/09/2022,60068985,3004600060 - 11/9/22,36.12,TotalEnergies,RC507575,689638949,Museums Service,R2100,Electricity,,
11/09/2022,60068986,3004600071 - 11/9/22,32.32,TotalEnergies,RC507575,689638949,Museums Service,R2100,Electricity,,
11/09/2022,60068987,3004600082 - 11/9/22,95.78,TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity,,
11/09/2022,60068988,3004600093 - 11/9/22,229.43,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
11/09/2022,60068989,3004600104 - 11/9/22,23.28,TotalEnergies,RC507575,689638949,Cemeteries,R2100,Electricity,,
11/09/2022,60068990,3004600115 - 11/9/22,386.84,TotalEnergies,RC507575,689638949,Oakham Castle,R2100,Electricity,,
11/09/2022,60068991,3004600126 - 11/9/22,206.26,TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity,,
11/09/2022,60068992,3004665994 - 11/9/22,2859.84,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity,,
11/09/2022,60068993,3005097238 - 11/9/22,602.08,TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity,,
11/09/2022,60068994,3005142481 - 11/9/22,1356.8,TotalEnergies,RC507575,689638949,The King Centre,R2100,Electricity,,
01/09/2022,60068641,166,14.7,Touch Times,RC301888,,Libraries,R4318,Goods For Resale,,
01/09/2022,60068642,167,28.31,Touch Times,RC301888,,Libraries,R4318,Goods For Resale,,
01/09/2022,60068643,168,13.3,Touch Times,RC301888,,Libraries,R4318,Goods For Resale,,
01/09/2022,3761562,Redacted Personal Data,249,Redacted Personal Data,RC301893,,Placements,R5017,TPP - Other,,
08/09/2022,3761751,Redacted Personal Data,249,Redacted Personal Data,RC301893,,Placements,R5017,TPP - Other,,
15/09/2022,3762051,Redacted Personal Data,249,Redacted Personal Data,RC301893,,Placements,R5017,TPP - Other,,
22/09/2022,3762171,Redacted Personal Data,249,Redacted Personal Data,RC301893,,Placements,R5017,TPP - Other,,
29/09/2022,3762382,Redacted Personal Data,249,Redacted Personal Data,RC301893,,Placements,R5017,TPP - Other,,
,60068692,Funds for RCC Aug 2022,250,Traffic Enforcement Centre,RC503411,,Parking,R4401,Fees and Charges,,
08/09/2022,60068958,98943,420,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2003,R & M - Emergency Works,,
08/09/2022,60068960,98946,107,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2003,R & M - Emergency Works,,
08/09/2022,60068961,98947,177,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2003,R & M - Emergency Works,,
27/09/2022,60069523,99060,133.9,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2004,R & M - Programmed,,
27/09/2022,60069524,99061,57.75,Tranter Fire & Security Systems Ltd,RC501207,566 1983 05,Central Maintenance,R2004,R & M - Programmed,,
09/09/2022,60069263,2646,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
16/09/2022,60069418,2659,120,Travail Education,RC301380,112 8866 10,Education Otherwise,R4400,Professional Fees,,
01/09/2022,60068580,11-177067,9200,Trowers & Hamlins LLP,RC301985,,Waste Management Procurement,R4400,Professional Fees,,
01/09/2022,60068889,11-168925,2250,Trowers & Hamlins LLP,RC301985,,Waste Management Procurement,R4400,Professional Fees,,
01/09/2022,60068890,11-170349,3950,Trowers & Hamlins LLP,RC301985,,Waste Management Procurement,R4400,Professional Fees,,
01/09/2022,3761532,Redacted Personal Data,552,Truelove Property Lettings Ltd,RC301520,,Care Leavers,R4900,Accommodation Costs,,
29/09/2022,3762348,Redacted Personal Data,552,Truelove Property Lettings Ltd,RC301520,,Care Leavers,R4900,Accommodation Costs,,
15/09/2022,60069239,INV-0065,16146.72,Trust We Care Limited,RC302017,,ASC S&R Homecare PD,R5029,TPP - Home Care,,
28/09/2022,60069567,SI-566,36.9,TSS Services,RC301259,,Hospital Discharge and Therapy,R1450,Other Employee Expenses,,
01/09/2022,60068587,I671677,25.1,Ulverscroft Large Print Books Ltd,RC501241,620 3102 12,Libraries,R4309,Books,,
01/09/2022,60068588,I671675,25.1,Ulverscroft Large Print Books Ltd,RC501241,620 3102 12,Libraries,R4309,Books,,
01/09/2022,60068631,I672233,972,Ulverscroft Large Print Books Ltd,RC501241,620 3102 12,Libraries,R4309,Books,,
16/09/2022,60069288,INV-2510,283.72,Unicard Ltd,RC501242,822 6761 26,Concessionary Travel,R6270,Concessionary fares,,
16/09/2022,60069289,INV-2511,1703.1,Unicard Ltd,RC501242,822 6761 26,Concessionary Travel,R6270,Concessionary fares,,
13/09/2022,3761952,September 2022 - ERP funding,6123.44,Uppingham Community College,RC501260,111 5329 57,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761953,September 2022 - High Needs Block allocation,10542.38,Uppingham Community College,RC501260,111 5329 57,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,,
13/09/2022,3761954,September 2022 dripfeed - Element 3 top up funding - no EHCP,2210,Uppingham Community College,RC501260,111 5329 57,Education Otherwise,R5022,TPP - Schools & Colleges,,
13/09/2022,3761955,September 2022 dripfeed - Equine therapy,2250,Uppingham Community College,RC501260,111 5329 57,Education Otherwise,R5022,TPP - Schools & Colleges,,
01/09/2022,60068582,UCC0000011028,2190,Uppingham Community College,RC501260,111 5329 57,Home to School Transport,R3207,Transport Contract,,
14/09/2022,60069358,AM0888,375,Urban Movement Primary,RC508503,,Recreation and Leisure,R4401,Fees and Charges,,
14/09/2022,60069382,AM0889,200,Urban Movement Primary,RC508503,,Recreation and Leisure,R4401,Fees and Charges,,
22/09/2022,60069383,AM0894,3566,Urban Movement Primary,RC508503,,Section 31 Holiday Activities and Food,R4401,Fees and Charges,,
01/09/2022,60068749,P136663,33.75,URM (UK) Ltd T/A Berryman,RC500097,758 5353 94,Waste Management,R5023,TPP - Glass Recycling,,
05/09/2022,3761870,45981/72,1400,V & L Corporation Limited,RC302121,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762297,46145/79,1400,V & L Corporation Limited,RC302121,,Older People,R5028,TPP - Residental Care,,
01/09/2022,60068573,UKSI17644,107.88,Valtech Limited,RC300951,628 6560 16,Blue Badge Scheme,R4401,Fees and Charges,,
26/09/2022,60069515,#UKSI17954,59.52,Valtech Limited,RC300951,628 6560 16,Blue Badge Scheme,R4401,Fees and Charges,,
01/09/2022,60068756,INV-3024,3171.73,Vectare,RC301856,GB264131821,Public Transport,R5017,TPP - Other,,
01/09/2022,60068653,3933237,1295,Venn Group Limited,RC302061,766 7117 04,Community Care Finance,R1100,Agency Staff,,
01/09/2022,60068856,3935458,1295,Venn Group Limited,RC302061,766 7117 04,Community Care Finance,R1100,Agency Staff,,
07/09/2022,60069035,3937981,1032.5,Venn Group Limited,RC302061,766 7117 04,Community Care Finance,R1100,Agency Staff,,
14/09/2022,60069273,3940466,1295,Venn Group Limited,RC302061,766 7117 04,Community Care Finance,R1100,Agency Staff,,
21/09/2022,60069461,3942779,1295,Venn Group Limited,RC302061,766 7117 04,Community Care Finance,R1100,Agency Staff,,
01/09/2022,60069395,8361187260,310.46,Veolia Environmental Services (UK) Plc,RC301229,530 008893,The King Centre,R5002,TPP - Waste Collection,,
20/09/2022,60069319,28912,400,Vogal Group Ltd,RC300065,551 0785 51,The King Centre,R2003,R & M - Emergency Works,,
20/09/2022,60069333,28913,75,Vogal Group Ltd,RC300065,551 0785 51,Central Maintenance,R2003,R & M - Emergency Works,,
23/09/2022,60069422,28933,726.84,Vogal Group Ltd,RC300065,551 0785 51,Central Maintenance,R2003,R & M - Emergency Works,,
23/09/2022,60069423,28934,471.11,Vogal Group Ltd,RC300065,551 0785 51,Central Maintenance,R2003,R & M - Emergency Works,,
26/09/2022,60069453,28940,75,Vogal Group Ltd,RC300065,551 0785 51,Central Maintenance,R2003,R & M - Emergency Works,,
,60068837,14419,3183,Voluntary Action Rutland,RC502550,,Concessionary Travel,R6270,Concessionary fares,,
02/09/2022,60068863,14429,1600,Voluntary Action Rutland,RC502550,,Community Vehicle,R5001,TPP - Grants,,
05/09/2022,3761891,45976/93,4066.36,Voyage Care Ltd,RC502282,787 4551 80,Learning Disability,R5028,TPP - Residental Care,,
21/09/2022,3762317,46140/99,4066.36,Voyage Care Ltd,RC502282,787 4551 80,Learning Disability,R5028,TPP - Residental Care,,
01/09/2022,60068685,7000877422 - 25/8/22,10.04,Water Plus,RC500879,486 9855 65,Admin Buildings,R2401,Water Services,,
01/09/2022,60068686,0831022428 - 30/8/22,19.89,Water Plus,RC500879,486 9855 65,Libraries,R2401,Water Services,,
01/09/2022,60068687,0703033150 - 27/8/22,54.39,Water Plus,RC500879,486 9855 65,Admin Buildings,R2401,Water Services,,
03/09/2022,60068813,0594004411 - 3/9/22,18.25,Water Plus,RC500879,486 9855 65,Ashwell Road Business Units,R2401,Water Services,,
03/09/2022,60068814,0235009364 - 3/9/22,1618.91,Water Plus,RC500879,486 9855 65,Oakham Enterprise Park,R2401,Water Services,,
10/09/2022,60069002,0744007972 - 10/9/22,20.05,Water Plus,RC500879,486 9855 65,Cemeteries,R2401,Water Services,,
13/09/2022,60069004,0831167857 - 13/9/22,8.39,Water Plus,RC500879,486 9855 65,Libraries,R2401,Water Services,,
21/09/2022,60069316,0152010664 - 21/9/22,48.82,Water Plus,RC500879,486 9855 65,Admin Buildings,R2401,Water Services,,
21/09/2022,60069317,0703062849 - 21/9/22,51.27,Water Plus,RC500879,486 9855 65,Oakham Bus Station,R2401,Water Services,,
16/09/2022,60069232,CD-223237989,70.82,Waterlogic GB Limited,RC300217,828 382 407,Admin Buildings,R4000,Furniture & Equipment,,
01/09/2022,3761596,Redacted Personal Data,289.74,Redacted Personal Data,RC301477,,Placements,R5017,TPP - Other,,
08/09/2022,3761785,Redacted Personal Data,289.74,Redacted Personal Data,RC301477,,Placements,R5017,TPP - Other,,
15/09/2022,3762085,Redacted Personal Data,289.74,Redacted Personal Data,RC301477,,Placements,R5017,TPP - Other,,
22/09/2022,3762205,Redacted Personal Data,289.74,Redacted Personal Data,RC301477,,Placements,R5017,TPP - Other,,
29/09/2022,3762417,Redacted Personal Data,289.74,Redacted Personal Data,RC301477,,Placements,R5017,TPP - Other,,
05/09/2022,60068888,1907005188,635.83,West Lindsey District Council,RC509442,,IT Operational Support,R4534,Computing - Maintenance Agreements,,
,60068795,Subsidy Invoice Aug 2022,86.75,Whissendine Good Neighbour Scheme,RC508799,,Concessionary Travel,R6270,Concessionary fares,,
05/09/2022,3761835,45959/37,4113.71,Whitefriars,RC502306,,Older People,R5028,TPP - Residental Care,,
05/09/2022,3761836,45959/38,1134,Whitefriars,RC502306,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762258,46148/40,1967.43,Whitefriars,RC502306,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762259,46148/41,1134,Whitefriars,RC502306,,Older People,R5028,TPP - Residental Care,,
01/09/2022,3761548,Redacted Personal Data,20,Redacted Personal Data,RC508805,,Care Leavers,R6292,Section 24 Payments,,
01/09/2022,3761549,Redacted Personal Data,25,Redacted Personal Data,RC508805,,Care Leavers,R6292,Section 24 Payments,,
29/09/2022,3762363,Redacted Personal Data,20,Redacted Personal Data,RC508805,,Care Leavers,R6292,Section 24 Payments,,
29/09/2022,3762364,Redacted Personal Data,25,Redacted Personal Data,RC508805,,Care Leavers,R6292,Section 24 Payments,,
01/09/2022,60068821,1172,165,Wish Care Limited,RC301323,330 4404 50,Disabled Children,R5015,TPP - Other Establishments,,
05/09/2022,3761900,45915/102,1116,Wisteria House,RC502309,,Older People,R5028,TPP - Residental Care,,
05/09/2022,3761901,45915/103,1046,Wisteria House,RC502309,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762326,46113/108,1116,Wisteria House,RC502309,,Older People,R5028,TPP - Residental Care,,
21/09/2022,3762327,46113/109,1046,Wisteria House,RC502309,,Older People,R5028,TPP - Residental Care,,
06/09/2022,60069090,25618,136.5,Word Language Services Limited,RC300901,243 5458 05,Early Intervention Youth Services,R4400,Professional Fees,,
06/09/2022,60069131,25530,162.9,Word Language Services Limited,RC300901,243 5458 05,Family Support Services,R4400,Professional Fees,,
06/09/2022,60069132,25531,132.9,Word Language Services Limited,RC300901,243 5458 05,Family Support Services,R4400,Professional Fees,,
06/09/2022,60069133,25552,192,Word Language Services Limited,RC300901,243 5458 05,Family Support Services,R4400,Professional Fees,,
06/09/2022,60069134,25564,108,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069135,25565,145,Word Language Services Limited,RC300901,243 5458 05,Family Support Services,R4400,Professional Fees,,
06/09/2022,60069136,25572,145,Word Language Services Limited,RC300901,243 5458 05,Family Support Services,R4400,Professional Fees,,
06/09/2022,60069137,25573,121.5,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069138,25574,145,Word Language Services Limited,RC300901,243 5458 05,Family Support Services,R4400,Professional Fees,,
06/09/2022,60069139,25576,244.5,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069140,25578,19,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069141,25579,145,Word Language Services Limited,RC300901,243 5458 05,Family Support Services,R4400,Professional Fees,,
06/09/2022,60069142,25581,19,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069143,25582,121.5,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069144,25601,72,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069145,25602,30,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069146,25603,178.5,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069147,25604,176.5,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069148,25605,57,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069149,25606,163.45,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069150,25609,19,Word Language Services Limited,RC300901,243 5458 05,UASC 16-17,R4400,Professional Fees,,
06/09/2022,60069151,25610,145,Word Language Services Limited,RC300901,243 5458 05,Family Support Services,R4400,Professional Fees,,
